,Title,Poem,Poet,Tags
153,"
                    #289-128 Property of the State
                ","
: .or. this malus thing never to be confused with justice
nothing symbolic. OK. dark is dark—
   cage is cage. hunted & hunter are both
in the literal. make believe & what ifs
   do not exist: a lie. nothing cryptic here.
OK. rape is rape. prey must pray. no
   minute in the future safe from quiet
insertions of a shank in masking tape.
   OK. nothing here infinite: only time
is constant to the merciful & merciless—
   there are no allegories to hide behind.he slit his wrists means he slit his fuckin wrist 
OK? there is a cell with one window
   just before day. dawn’s early demise
magnifies a dull metal toilet. the cool
   water cooling two can sodas. each
wall a slab of soft gray cinderblock, no
   posters featuring eroticized women
with an exclusive in black tail. OK.
   the wall that slits the light does not
reveal nothing new, ever. the exposé
   the changing same: always a holding.
one window offers a gateway. my face
   pressed against the window & time
rules this empire. OK. the mind held
   hostage by time. mind & body
conjoined twins. the other wall holds
   a frame. the frame holds a metal door
to contain utter disbelief. of the visible:
   walls are gray not like summer
but darker—yes. there is darkness. OK—
",Randall Horton,"Arts & Sciences,Language & Linguistics,Social Commentaries,War & Conflict"
154,"
                    Tablets V
                ","
1
Light falls from her voice
and I try to catch it as the last
light of the day fades ...
But there is no form to touch,
no pain to trace.
2
Are dreams
taking their seats
on the night train?
3
She recites a list of wishes
to keep him from dying.
4
The truth lands like a kiss—
sometimes like a mosquito,
sometimes like a lantern.
5
Your coffee-colored skin
awakens me to the world.
6
We have only one minute
and I love you.
7
All children are poets
until they quit the habit
of reaching for butterflies
that are not there.
8
The moment you thought you lost me,
you saw me clearly
with all of my flowers,
even the dried ones.
9
If you pronounce all letters
and vowels at once,
you would hear their names
falling drop by drop
with the rain.
10
We carved
our ancestral trees into boats.
The boats sailed into harbors
that looked safe from afar.
11
Trees talk to each other
like old friends
and don’t like to be interrupted.
They follow anyone who
cuts one of them,
turning that person
into a lonely cut branch.
Is this why in Arabic
we say “cut of a tree”
when we mean
“having no one”?
12
The way roots hide
under trees—
there are secrets,
faces, and wind
behind the colors
in Rothko’s untitled canvases.
13
Will the sea forget its waves,
as caves forgot us?
14
Back when there was no language
they walked until sunset
carrying red leaves
like words to remember.
15
It’s true that pain
is like air, available
everywhere,
but we each feel
our pain hurts the most.
16
So many of them died
under stars
that don’t know their names.
17
If she just survived with me.
18
A flame dims in the fireplace,
a day slips quietly away from the calendar,
and Fairuz sings, “They say love kills time,
and they also say time kills love.”
19
The street vendor offers tourists
necklaces with divided hearts,
seashells to murmur the sea’s secrets in your ear,
squishy balls to make you feel better,
maps of homelands you fold
in your pocket as you go on your way.
20
I am haunted by the melody
of a forgotten song
sung while two hands
tied my shoelaces into a ribbon
and waved me goodbye to school.
21
If I could photocopy
the moment we met
I would find it full
of all the days and nights.
22
It won’t forget the faraway child,
that city whose door stayed open
for passersby, tourists, and invaders.
23
The moon is going to the other
side of the world
to call my loved ones.
24
The seasons change
colors and you come and go.
What color is your departure?
",Dunya Mikhail,"Living,Death,Time & Brevity,Love,Activities,Travels & Journeys,Nature,Trees & Flowers,Arts & Sciences,Language & Linguistics,Social Commentaries,War & Conflict"
155,"
                    Whale Fall
                ","
1
One dies.Eschrichtius
           robustus, gray,
           of the sole living genus, of  baleen,
of the family
Eschrichtiidae, slate
           gray or darker,
           and notable, now, for
gray-white patterned scars
left by parasites, two
           blowholes “which can
           create a distinctive
V-shaped
blow ... in calm wind conditions”;
           and falls, as
           it falls, as through blue breeze;
and swirls, light
as a tissue, drifting down—
           down, through
           the cool layers, the sifted light
of sea-wind-
warmed currents, loose galaxy
           of whirling flecks, slow-
           motion, in a haze;
in whose first stage, falling,
now, the “mobile
           scavengers” drift alongside,
           sleeper sharks
and thin hagfish
—or, as the book calls them,
           “enrichment opportunists”—
           come to feed
at the soft flanks and fat,
for weeks, as the
           bones grow exposed, all
           of them, spinning down ... 
2
We might hear rain before the rain. Sirens.
Hail before it cracked the hundred panes.
Or lay our heads on the desks and listen
to our blood whispering in the woodgrain.
In 1963 the warnings are
piecemeal, part of the good day’s play or work.
We might need to cover our heads. Hold hands
in the hallway. Look away from the blast.
—
July 29, 2013: a sperm whale found deceased on the beach of
a small island off the coast of the Netherlands had dozens of
plastics bags, nine meters of rope, two long pieces of garden hose,
a couple of flower pots, and a plastic spray canister in its stomach.
—
I’m watching a hummingbird, bare thumb-
top—gray-green blur—dip to my feeder bulb
and dart off, over the barn, to a wire.A. colubrus. Little serpent. I hear
the burr of wings; and already it’s back—
dips again, hovers there; sips now; attacks
the tube of red sugar-water until
bubbles aerate, like an aneurism.
—
June 28, 2016: an 80-foot blue whale (Balaenoptera musculus)
caught in 200 feet of fishnet, crab lines, channel buoys off the
coast of Orange County: lines cut through its mouth, wrapped
its fins. “Blue whales are typically thought to be more offshore
animals, and crabbing gear is thought to be more inshore, but
obviously the spatial overlap between those two is coming into
conflict,” explained Leigh Torres. “The fact that we see this
entanglement isn’t terribly surprising, though it is unique.”
—
Weeks I couldn’t sleep. Years I couldn’t waken.
I found a note I’d written one ill night.pines shredded      ice snow
                                                 such wind
        rips the night
I run my tongue above my tooth, aching.
And know it’s coming back once more. The warning
—right cuspid, gum swollen, puffed as a pea—
two days before the viral fire, the toxic sea ... 
—
March 23, 2016: 13 sperm whales (Physeter macrocephalus)
beached themselves off the shallow coast at Tönning, Germany:
“We may never know the exact cause,” wrote Danny Groves.
Stomach contents: 43 feet of fishing net, 100 plastic bags,
golf balls, sweatpants, greenhouse glass sheeting, cigarette
butts, hypodermic needles, a plastic car engine cover, a bucket ... 
—
Cottonwood seeds. Gnats’ wings in the sunlight.
Whirl of dust motes in the haze of still light.
If it were so simple as to drift down.
If it were so easy as getting up again.
Little bug, little serpent. The air slows
with summer thickness when you fly away.
And the feeder bobs there like a red buoy
on the green waters of a distant bay.
3
A drawer full of notes. Years trying to—
             all night sweating
                                                    sheets so heavy      burning—
             600 lymph nodes       
                                               I know where you live—
She’s eighteen months old. Up, up?  I’m afraid—
             One of my titers read 2560
             “Active.” “Acute.” “You really are sick.”
so weak—to pick her up. I pick her up—
             Aggregate allergen: grasses, wheat, milk,
             acidics, trees (?): multiple exclusion ... 
Temp 103.7. Good night, moon—
             After a sunny walk with her wagon—
             next day—      panting
                                                            testicles so swollen
                                                 freezing
system flushing itself—into the waves—
             Aggregate infection: Liver. Kidney.
             Heart sac. Spleen. Gut. Urinary tract. Neck ... 
good night, night bird—far off—through the high pines—
4
In the second stage,
at 4,000 feet
            (or 122
           “atmospheres”),
weight suspends;
a heavy thing in one world
             floats like willow seed in a breeze
             in this,a moving vast throughthat darkness, silent ... 
             they don’t need
             much else—oxygen, nor light—
the frilled shark
and fang-tooth, the spider crab,
             the vampire squid, who strip the dead
             down now
beyond bones
to the merest blueprint of
             whale; slow down-spinning of
             months, a year, more,
the hypoxic haze,
the “marine snow”
             in a kind
             of afterlife of weather—
drifting down of plankton, and
protists, soot,
             sand, fecal matter in aggregates
           “held
together by a
sugary mucus”—
             all, sifting down,
             through the aphotic zone;
and its vast weight,
once 40-plus tons, skin
           “like a peeled hard-boiled egg,”
             patched with orange
whale lice, white barnacles,
it too long since
             sloughed, shed, dissolving as
             particulate
snowfall, orbital,
in this new galaxy
             of darknesses;
             borne, like seed, floats down ... 
5
I have been silent for a long time now.
You know I am serious about the whales.
You don’t know this. I floated there in stillness,
in white sheets. White boughs breaking. The pines
in ice and wind like a hammering pulse.
When I woke I couldn’t speak or make sense.
And when I slept again I didn’t sleep.
And more fires spreading through the body’s depths.
—
“Plastic Garbage Patch Bigger Than Mexico Found in Pacific.”National Geographic: These pieces of plastic are not necessarily
floating bottles, bags, and buoys, but “teeny-tiny pieces of plastic resembling
confetti.” 90% of sea birds consume it. “Over eight million tons of new plastic
trash finding its way into the oceans every year.”
The Great Pacific Garbage Patch moves in a clockwise direction,
like a toilet. It circulates an area of 7.7 million square miles.
“70% of marine debris sinks to the bottom of the ocean.”New York Times: Plastiglomerate was “discovered” by Charles Moore,
a sea captain, surveying plastic washed up on a remote, polluted
stretch of sand on Hawaii’s Big Island. It is a new stone, a fusion
of natural and manufactured materials. “If [plastiglomerates] are
buried within the strata,” says Jan Zalasiewicz, an English geologist,
“I don’t see why they can’t persist in some form for millions of years.”
—
You’d think we’d learned enough to duck our heads.
(It’s time for arithmetic.) Okay, kids,
who can tell me what you get when you divide
a number by itself? Silence. Overhead
the hum of fluorescents. The swallowing sea
of storm clouds out the window beyond the trees.
What does it take to raise sufficient alarm?
When do you hide? Where do you fly from harm?
—
Aggregates increase “like snow.” Aggregation theory represents
a two-state system [“time for chemistry, kids”] ... to characterize
the formation of marine aggregates and the loss due to sinking:
 
  
where· C1 is the concentration of the cells· r is the radius of each cell· G is the shearing rate· α is the stickiness coefficient· g is the growth rate.
Thus, aggregation of marine particles is more prevalent when
cell and particle concentration is higher (e.g. algal blooms).
—
Do the math. That’s what the specialist said.
The first doctor winked. Some people just need
to get sick in order to relax. Thanks.
Your T cells go bat-crazy. They attack
the health host: it’s your immune system
out of control ... viral opportunism
running rampant through your lymph. It won’t stop.
You can’t sleep. Flushing toxins down the pipe ... 
—
Wikipedia: marine snow is a variety of mostly organic matter,
including dead or dying animals, and plankton ... also plant parts
and degrading plant material. Because of the relatively long
residence time of the ocean’s thermohaline circulation, carbon
transported as marine snow into the aphotic zone by the biological
pump can remain out of contact ... for more than a thousand years.A blue jay lands in the fringe tree. Sudden downfall of petals.
The massive galaxy of matter as the body floats down through
the ocean’s zones is granular, a snowy sand, agglomerate of
debris in slow orbit around the disintegrating husk of whale.
Here are the five most common “unnatural” causes of death.
Entanglement. Ship and propeller strikes. Commercial fishing
(i.e. human appetite). Bycatch. Climate change (i.e. global warming).
—
I was sick for years. Now it’s coming back.
Little serpent sipping there beyond the deck.A. colubrus. The need for names (my friend
wants to help) is thirst for clarity, affinity.
Yet sometimes I watch the trees. Let the whip
maples weep and go blur above the barn.
Now they’re a wash of green, a mere wave.
Now they carry me, as he says, in their arms.
6Viral-capsid antigen: 2410— 
           Hummingbird’s back again—green bulb blinking
           its alarm.
                              Now the first heavy drops ...
Good night, little one—asleep with her toys—
           Aggregate testing:   lymphoma    TB
           “tumors?”    HIV    leukemia    Grave’s—
Like photons, slowly, around a gray sun—
           And when I blink and bring them back, in their
           distinctions, the silver limbs like water—
“chronic running into walls”     “chronic fog”—
           Every second, trillions of neutrinos
           passing through your arm, “like you’re transparent”—
CFS   ::   CF/IDS   ::   ME  ::  “no kidding?”—
           Right. Sperm. Great blue. Minke (common; Antarctic).
           Fin. Sei. Humpback. Bryde’s. Gray. Orca. Pygmy ...
Cicada husk hangs on through the hard rain —
7
When I pull out my old notes, my notebooks full of shaky words—
In the third stage, a whale fallen through the deepest oceanic zones—
bathyal, abyssal—may take a hundred years—more—to decompose—
When I find the old books, I see check marks, dog-ears, underlines—Full restoration of health is still your hope and expectation, but—
giant isopods—squat lobsters—osedax—sea cucumber —bristle worms—
You know I am serious about the whales:    [Views of Jeopardy]—
Born in 1925, in Pittsburgh, PA—with a metro population greater—
than the global population of whales, perhaps less than two million— 
When you hear [        ]     it’s already [        ]    Shh.  Close your eyes—
Languages are dying at a rate of one every two weeks—
pine pollen, gnats’ wings — glints in air — dust motes, mold spore—
this.fucked.flux.lux.crux // (broken piece of lamp garbage)—
Each eye the size of a grapefruit. Heart bigger than a smart car—
But what we see is infinitely less than what we don’t see. Up, up?—
Cottonwood seed—polymers, i.e. plastic “foam”: gas bubbles—
I can’t believe I’m getting it again, “you have always”—“such—
darkness”—measured by a billion bioluminescent wanderers—
Wherever you sit is the center of the universe—wherever—you—
Hear the warning it’s too late. Flatfish. Time for math again, kids—
polystyrene “for infant teething”—biosemiotics: every cell has—
a cognitive element. SnotBot: whale-breath DNA—in decay—
and lived for eighty-seven years—mostly alone—mostly islands—
In the third stage, a whale fallen through the deepest zones—
bathyal, abyssal, down through the coldest depths, may take that—
long to decompose, a hundred years, more — no light — no oxygen—
[What do you mean]   [what do we do about it]—shh— 
Think of this one, spinning, Eschrichtius robustus, gray, of the—
sole living genus, of baleen, of the family Eschrichtiidae, like a—
tissue, floating in the darkness, to settle there. It takes your life.
",David Baker,"Living,Death,Health & Illness,Parenthood,Sorrow & Grieving,The Body,Nature,Animals,Seas, Rivers, & Streams,Arts & Sciences,Sciences,Social Commentaries,History & Politics"
156,"
                    From “Moon Sonnet”
                ","



Based on the Chinese myth of Chang’e



Saturday. The good bread set out for the dogs to eat.The rabbit hurt on milk & tall willows
that I’ve bound to storefront. The headlines saythe waves are coming in today. The waves
& spoiled fruit & all the lives I’ve wastedplaying archer. At least this side of the kingdom
will still love me. I pull the weeds. I pull the tides& storm the shores. The rabbit drops its mouth
into a crater. The waves overtake the red citywith spears in hand. June & the headlines
announce the end of the world. I am terribleat playing heroine. I’ve done all I can: plucked
the apples, swept the chimney. Washed the rabbit,saved the tortoise from its slow drowning.
",Lily Zhou,"Nature,Animals,Weather,Mythology & Folklore,Fairy-tales & Legends"
157,"
                    Before the Mirror on New Year’s Eve
                ","
Take this glass, quoting me darkly:
Cassandra, coalmine canary.
I want to sing the confusing flesh,
The confounding joyful leash,
Flesh that stretches planet-wide
If a planet were human-sized.
These pulsing thermal layers we wear,
Not the myriad places they tear.
The sweet and acrid cabbage head,
Its labyrinths and where they lead,
Not how cleanly one can divide,
With one strike, body from the mind.
You here with me, reflected too,
The four of us now become two
Making joy with cry, weep laughter,
Naked amid the slaughter.
",Philip Metres,"Living,The Body,Nature,Stars, Planets, Heavens,Social Commentaries,War & Conflict,New Year"
158,"
                    Song for Refugees
                ","



After Mohamad Zatari



Ooze, oud. Ease hearts whose eyes sink low.
Be hourglass in the pillaged O—.
Be wells none see. Unstoppered tears,
O oud, we gather in your bowl.
O ladle of ores, scoop ink here
now seeping from the foreigner,
be sighs, O oud, and cloven aches
in the dark of millions of ears.
Be gift for famished wails and wakes
to lacks and flares and tented stakes,
the lonely outer sounds of sleeves
eating wind and drowning faces.
The oud’s a lovely ark that leaks
with tales and bromides we can’t keep,
and miles of ghosts before their sleep.
And miles of ghosts beneath our sleep.
",Philip Metres,"Living,Death,Arts & Sciences,Music,Social Commentaries,History & Politics,War & Conflict"
159,"
                    Fort Comfort
                ","



After “M. Degas Teaches Art & Science at Durfee Intermediate School, Detroit, 1942” by Philip Levine



The nun stood by the chalkboard and
wrote the word America, underlined
it twice and asked: What do you see here?
Elizabeth shot up her hand and said:It is home. My grandmother came
here so that we could live.",T.J. Jarrett,"Living,Time & Brevity,Activities,School & Learning,Relationships,Family & Ancestors,Social Commentaries,History & Politics,Race & Ethnicity,War & Conflict"
160,"
                    Alternatives
                ","
In one, I married the first man who asked and
I endured. Took as little space as I could,
opened my hands and he’d place his faults,
lined up like eucharists into my palms until
overflowing. Maybe if he’d found God sooner,
the baby would have lived. Maybe I wouldn’t
have found myself alone between blue light and
linoleum passing something too small to survive.
Maybe if I loved him enough, she’d have wanted
to live. Maybe I would have too. Maybe I’d have played
the hymns his God demanded on the church piano.
He’d stand in the pulpit singing, his tenor swinging high,
then low again and I could remember God myself.
Maybe I would have stayed for that. Maybe when
he called years later, I could have returned. Maybe
I would have loved his children and traded them for the dead.
Maybe I would wear white on Sundays, pull on my gloves,
hold the women after they raised up during service, wipe
their sweat, and hold them fast as they cry hallelujah.
Hallelujah. Maybe I would be the woman swooning.
Maybe his God would move through me just once like that,
maybe God would fill me so tight with spirit, I’d split like stars.
",T.J. Jarrett,"Living,Life Choices,Marriage & Companionship,Parenthood,Relationships,Men & Women,Religion,Faith & Doubt,God & the Divine"
161,"
                    In an Unrelated
                ","
We have almost nothing left,
no ground in common.
At best, a brand
or maybe a miniseries.
No campfire to gather around.
The big stories—peckish news
gets told in tweets,
gets old so quickly.
In place of one place
a billion tiny customized versions
appear targeted specifically
to your tastes.
You see only what you want to see.
Maybe you always did.
",Elaine Equi,"Relationships,Friends & Enemies,Social Commentaries,History & Politics"
162,"
                    No Other
                ","
I thought I had lost myself,
but I see it’s you that’s gone missing.
O always elsewhere.
What yacht or spaceship have you hijacked?
In what seedy hideaway do you scoff
at the sameness of all cities, all ideas?
Once you made me loquacious
because what’s the point in saying anything
if there isn’t the possibility of being misunderstood.
Now I am nearly speechless with boredom.
I will wait Madame Butterfly-style for your return.
",Elaine Equi,"Living,Separation & Divorce,Love,Break-ups & Vexed Love,Activities,Travels & Journeys,Arts & Sciences,Language & Linguistics"
163,"
                    Self-Help
                ","
I was someone in the distance
who never got closer.
I lived in the past, so the present
was my future.
When I shook hands, I dissolved
into a mirror
where I tended
my reflection
of features so faint
my mother
strained to see them.
I was the rind, the zest,
a heart marooned
in the guest of a friend
in the back row
of a twelve-step room.
I confessed to the priest
in his box, suppressed
the north, south, east, and west
desires that pull men
over the moon.
I crooned the self-help
tune that every glance
is a gift, every second
chance a first,
the suicide fence
on the tall bridge
a positive thing
for those crawling the walls.
",John Skoyles,"Living,The Mind,Time & Brevity"
164,"
                    Philomela’s tongue says
                ","
you could mistake grief for a diamond
the way it shines when cut into, like fish
eyes in a boat’s drain. The eyes fly
into death seeing everything: the cloud
of alcohol in Sagittarius B2, the ten
billion-trillion-trillion carat diamond
in Centaurus, the soul swimming through
air with its tie hanging silver beneath it
like a kite string. But Philomela’s tongue
does not die. Shards of memory fall through
her, finding muscle at the shore where blood
meets vein, cutting the string that’s kept
her sanity tied to the root. In its place,
mute swans lie dormant beneath frozen
lakes of scar. Tereus says she cannot say
what happened. She says silence writhes
inside the walls of truth, like a fox thrashing
hot in a hound’s jaws, or a riled fly, frantic
to escape the hand that carries it to safety.
",Melissa Studdard,"Living,Sorrow & Grieving,Time & Brevity,Arts & Sciences,Language & Linguistics,Social Commentaries,Crime & Punishment,Mythology & Folklore,Greek & Roman Mythology"
165,"
                    A Partial History
                ","
Long after I stopped participating
Those images pursued me
I found myself turning from them
Even in the small light before dawn
To meet the face of my own body
Still taut and strong, almost too
Strong a house for so much shame
Not mine alone but also yours
And my brother’s, lots of people’s,
I know it was irrational, for whom I saw
Myself responsible and to whom
I wished to remain hospitable.
We had all been pursuing our own
Disintegration for so long by then
That by the time the other side
Began to raise a more coherent
Complaint against us we devolved
With such ease and swiftness it seemed
To alarm even our enemies. By then
Many of us had succumbed to quivering
Idiocy while others drew vitality from new
Careers as public scolds. Behind these
Middle-management professors were at pains
To display their faultless views lest they too
Find censure, infamy, unemployment and death
At the hands of an enraged public
Individuals in such pain and torment
And such confusion hardly anyone dared
Ask more of them than that they not shoot
And in fact many of us willed them to shoot
And some of us were the shooters
And shoot we did, and got us square
In the heart and in the face, which anyway
We had been preparing these long years
For bullets and explosions and whatever
Else. A vast unpaid army
Of self-destructors, false comrades, impotent
Brainiacs who wished to appear to be kind
Everything we did for our government
And the corporations that served it we did for free
In exchange for the privilege of watching one
Another break down. Sometimes we were the ones
Doing the breaking. We would comfort one another
Afterward, congratulating each other on the fortitude
It took to display such vulnerability. The demonstration
Of an infirmity followed by a self-justificatory recuperation
Of our own means and our own ends, in short, of ourselves
And our respect for ourselves—this amounted to the dominant
Rhetoric of the age, which some called sharing, which partook
Of modes of oratory and of polemic, of intimate
Journals and of statements from on high issued by public
Figures, whom at one time or another we all mistook ourselves for.
Anyway it wasn’t working. None of it was working.
Not our ostentation and not the uses we put our suffering
To, the guilt- and schadenfreude-based attention
We extracted from our friends and followers, and even the passing
Sensation of true sincerity, of actual truth, quickly emulsified
Into the great and the terrible metastasizing whole.
To the point it began to seem wisest to publish only
Within the confines of our own flesh, but our interiors
Had their biometrics too, and were functions not only
Of stardust, the universe as we now were prone to addressing
The godhead, but also of every mean and median of the selfsame
Vicious culture that drove us to retreat into the jail of our own bones
And the cramped confines of our swollen veins and ducts in the first place
Our skin was the same wall they talked about on the news
And our hearts were the bombs whose threat never withdrew
Images could drop from above like the pendulum in “The Pit
And the Pendulum” or killer drones to shatter the face of our lover
Into contemporaneous pasts, futures, celebrities, and other
Lovers all of whom our attention paid equally in confusion
And longing, and a fleeting sense like passing ghosts
Of a barely-remarked-upon catastrophe that was over
Both before and after it was too late. We were ancient
Creatures, built for love and war. Everything said so
And we could not face how abstract it was all becoming
Because it was also all the opposite of abstract, it was
Our flesh, our mother’s bloodied forehead
On the floor of Penn Station, and wherever we hid
Our face, amid a crowd of stars for example as Yeats
Once put it, and for stars insert celebrities
Or astrology here, your choice, and even when
We closed our eyes, all this was all we looked at
Every day all day. It was all we could see.
We were lost in a language of images.
It was growing difficult to speak. Yet talk
Was everywhere. Some of us still sought
To dominate one another intellectually
Others physically; still others psychically or some
Of all of the above, everything seeming to congeal
Into bad versions of sports by other means
And sports by that time was the only metaphor
Left that could acceptably be applied to anything.
The images gave us no rest yet failed over
And over despite the immensity
Of their realism to describe the world as we really
Knew it, and worse, as it knew us
",Ariana Reines,"Living,The Body,Relationships,Friends & Enemies,Arts & Sciences,Language & Linguistics,Social Commentaries,History & Politics,War & Conflict"
166,"
                    A Brief  History of  Hysteria
                ","
All of this magic is death:
                                            your vicious little organ singing like a drunk uncle,
                                                                             the beautiful, white-headed children
                                                        that passed through your body,
the cats you fed till plump as pimples and languid.
Who let the rot in? And what if you never return—full and free—
                                     to that alleyway in Morocco where old men watched
                                     as he entered you?
Where are your daughters?
             The holiday pies filled blood-red with wild rhubarb.
And tonight, on each continent, women are teaching other women to be vessels.
Women are singing sweetly to get what they want by force.
What will you remember of this place
                                                                                     The naked limbs in the orchard,
                                                                      the crust left along the empty bowl,
                                 your own hands on your stomach in the browned-out night.
A sense of abandon placed among the linen, sharp-lined and never dirty.
On gray gadgets you’re kept humming.
Stories about rivers are stories about girls who want things, you taught them.
                       And the machines that fix other machines are not glamorous technologies.
In the yellow kitchen, a silent anxiety attack.
                                 Breathe deep and drop nothing off your tray, my sweet.
",Libby Burton,"Living,Parenthood,The Body,The Mind,Social Commentaries,Gender & Sexuality"
167,"
                    Are You Normal Tonight?
                ","
The arterial beauty of  Florida is alive in all of its obesity.
                                                                     And the sequin-sellers are doing good business
east of  Granada Boulevard.
—
The sad-eyed woman’s ultrasound image—all dirty blur of gray and ambiguous genitalia—sits
lovingly electric on your newsfeed.
                               And the neighbor with his disorder you invented is going out tonight.
—
The starlet will eat a sandwich and Kevin will push the joke
too far—the vomit, the bobby pins—
                                                                                                     and that’s OK tonight.
—
And your mother, with her rough hands, her quiet advice, has walked
along the sidewalk knowing how cold a wooden house can feel,
                                               wondering whose soft, strange lips she could kiss.
",Libby Burton,"Living,The Body,The Mind,Relationships,Family & Ancestors,Social Commentaries,Gender & Sexuality"
168,"
                    A brief history of the orchid (兰)
                ","
My grandmother was born in a city called [宜兰]
Despite its name, no orchids grow there
Five of my six aunts have names ending in [兰]
My mother’s full name is [little wind]
Orchid seeds are distributed by land, water & wind
One of my aunts drowned in a river I invented from rain
One of my aunts thinks skydiving is a synonym for when it rains
the other way
One of my aunts faked her visa & went to the vet once
thinking it was the doctor
she asks me how come dogs here have doctors
I say because dogs here are domesticated
the opposite of domestic is alien the opposite of flower
is fist the opposite of purple is pray
orchid comes from the Greek word meaning [testicle]
Greek women believed eating orchids made their unborn
babies boys
for a son, my mother creamed her toes suckled coals liquefied flies fucked on full moon
days flossed with a dagger darkened her bathwater ashed her cheekbones torched her crotch
candied the blood boiled it with sugar & still
she wept when she saw my face
filmed it with her fingers
weeded out my eyes & witched them into rivers
my grandfather farmed orchids in a city named thirst
when the war came, he pissed on his field
to keep the orchids alive, he spent all his body’s water
his organs dehydrated into stones I skip across sea-mirrors
flowers bruise in the wind & weaponless
crimes are called births
water perpetrates want
the army unburied our bodies in a field of salty orchids
everyone in my family resembles a river’s
rag-dolled neck
in photos our faces overlap like venn diagrams of grief
there is a breed of orchid called the ghost orchid & another breed called the blood orchid
one is fictional & the other is edible & the other
night I vased my throat like a stem & did not think of extinct species
decades later reappearing like the lungfish
one of the original fish that left the sea for land
all migrations begin as mothers as mimicry
a fish saw a tree & decided to stand
without feet my brother says orchids
look like pussies smell like
pussies too he says I should know
I do know I know the color of thirst
is not salt but cylinder but a city leased to fire
to architect the ash into an alibi
my wife’s spit is my river is my silver
bullet thirst
is the mouth’s unit of memory memory
begins in me like a bone
to breed its breaks
",K Ming Chang,"Relationships,Family & Ancestors,Nature,Animals,Trees & Flowers,Weather,Social Commentaries,Gender & Sexuality,History & Politics"
169,"
                    O Calgary
                ","



In Calgary
I saw a man break a dog’s back.
—Joseph Stroud, “Calligraphy”



i
In Calgary
I saw a man marry moneyWho giveth this money?
the commissioner asked
The man saidEveryone who works for me
The commissioner askedWhere are they? I don’t hear them declare it
The man said That’s not their jobYou do yoursDo you take this money
the commissioner askedto have and to hold
till death do you part?",Tom Wayman,"Activities,Jobs & Working,Nature,Animals,Social Commentaries,History & Politics,Money & Economics,War & Conflict"
170,"
                    Letter to My Blackout
                ","
Dear sip, dear shotgun, dear pound:
beneath the house, the kegs roll in;
the party flips its switches down.
When drunk comes, it comes as sound,
a chord, a liftoff. I ride the rim,
dear sip, dear shotgun, dear pound.
He could be anyone, and he abounds.
I slip inside a dance with him.
The party flips its switches down.Let’s go, he says, upstairs now.
My cup spills. My shirt is skin.
Dear sip, dear shotgun, dear pound,
I won’t. Get lucky. Get found.
But kegs run out, the hour brims,
the party flips its switches down,
his hips to mine, his arms around,
a song ends, and dark begins—
dear sip, dear shotgun, dear pound,
the party flips its switches down.
",Maria Hummel,"Living,The Mind,Love,Desire,Activities,Eating & Drinking"
171,"
                    Study for Belief with Lines from “Star Trek: The Original Series”
                ","
?) Let every sentence begin: I have been grossly mistaken.The stars are gone. Kirk: Kindly tell me what happened to the stars.
Kierkegaard shuttles past Reason to planet Absurd, a gas giant
without a detectable landing pad. He says, it’s the leap that matters.We’re being pulled toward the center of the zone of darkness.
Kenosis required, emptying the self of self. His sky lit, mine blazes
black, an experimental physics. Doubt the gravity that repels, attracts.
Dark energy : Dark matter : Attempt to probe : Universe [Static].
Neil deGrasse Tyson: we are a speck on a speck on a speck
on a speck.",Dayna Patterson,"Living,Life Choices,The Mind,Activities,Travels & Journeys,Nature,Stars, Planets, Heavens,Religion,Faith & Doubt,Arts & Sciences,Photography & Film,Sciences"
172,"
                    The Gentle Art of Shabby Dressing
                ","
There’s nothing dandier than threadbare threads
worn by a discerning shabby dresser.
A collar’s fret or subtle fray is not lesser
because it’s worn away but models instead
the bespoke tailoring of time itself.
Done poorly—the gentleman farmer’s
piecemeal pastoral, that NoHo charmer’s
duct-taped boots—it’s like an unread bookshelf
of secondhand prose: a too-studied pose.
Done well, it draws you in to draw you near,
reveals the intricate pattern in the years’
inexorable ravel. Between decompose
and deconstruct, what seemed a foppish quirk
grows wise. Design undone. We wear time’s work.
",Spencer Short,"Living,Time & Brevity,Arts & Sciences,Poetry & Poets"
173,"
                    On Teaching My Son How to Mourn
                ","
I tell him to touch his toes. He reaches for them in a squat.
He stabs them with his little fingers. One toe. Two toes.
Then we say our letters, spell out all the sounds we will deliverbecause the death of a child is no small death.
I extend to him an open palm where he makes a fist
and slams it into my hand, a form, he wearily shouts,
is “a butterfly coming home!” We play “give me a five”
and continue swatting at the butterfliesuntil the sun goes down.
I don’t recall ever playing with my mother like this.
Late one morning, my son caught me pinching
the sides of my head, my face wet from so much crying.
He punched my arm, which knocked one hand off
of my face. Ashamed that he saw me, I laughed very loudly
which brought him concern and happiness. He never
mentioned it again and I never forgave myself.My good son, running through the garden
in giggles. He is waiting for me to catch him. Once
I pretended to have fallen in a pit. I did not tell him
it was a grave. Very quickly he sprinted over and stood
beside my body. “Your hand!” he demanded.
Like a little father. I gave him my hand.
“Now, the other hand!” I give him the other.
",Khaty Xiong,"Living,Death,Parenthood,Sorrow & Grieving,Relationships,Family & Ancestors"
