,Title,Poem,Poet,Tags
91,"
                    Washing the World
                ","



with a mournful but driving feel, in Bm, 2/2 time



in the dark, in the bitter wind
listen to a dream
grandmothers stand
shoulder to shoulder, on the rim of a hill
bend as one, and grasp one thing together
ask them, in the dream world, why
do they cry? they will show you in reply
their shawls of many colours, spread these wings
sweep you in, teach you how
once a year, in the dark of the year we wash
the whole world in a day—for one day, we cry until they're home, until they all are home 
from one dawn to the next mourning
for the broken wailing for regrets
love lost, wrong words, wrong actions
unbalanced moments and all the cracks between heart
and heart, parent and child
lover and beloved friend, nation and nation
creature, and creature of another kind
for what we choose and what we neglect to choose
for what we wish we'd known
for each hand unclasped tongue unbridled
one whisper falling short of hearduntil they're home, until they are all home 
the bread far from   the hunger                                         the apology
the confusion            the broken road 
       
these things we gather in this blanket
bone and sand and sage
we wash the world, between us
hold this blanket, fill it with our tears
and when we have cried
from one dawn to the next
then we will rise, and we will dance until they're home, until they all are home 
lay your hands upon the truth of beauty's loss
heavy, soft as moss, this blanket
full of tears and dust and dying
becomes ocean cradle, healing, dark
the promise, washed clean by our sorrow
today crying out, as we're birthing tomorrow
not so much redemption
as the law of moon and season
calls for justice
one day, the lawmakers must
exit their echoing halls, fall in
with the grandmothers dancing
carry it                 cry it clean until they're home, until they are all home 
until light through their bodies
translates to rainbows hung over the land
until light through their bodies
translates to rainbows strung over this land
until light through our bodies
translates to rainbows shining over our land until we're home, until we all are home
",Anna Marie Sewell,"Living,Sorrow & Grieving,Relationships,Family & Ancestors,Social Commentaries,Crime & Punishment,Gender & Sexuality"
92,"
                    from The Splinters
                ","



(Skellig Michael) does not belong to any world that you and I have lived and worked in: it is part of our dream world…then (heading back) we were pursued by terrors, ghost from Michael…
                                               George Bernard Shaw



                     I
 
The ferry furrows
the foam,
leaving a wake
that quickly settles
and forgets us,
as it has forgotten
all those
who’ve opened these waters:
fisherman, monk, pilgrim and pagan,
some foundering here.
Our mainland
world diminishes.
There is respite.
A cloud engulfs us
out of nowhere
as if the miraculous
were about to appear.
The veil lifts
to reveal the small Skellig
and Skellig Michael
rising like chapel and cathedral.
 
                      II
 
We forget speech, hypnotized by the climb,
concentrating on narrow, rock-hewn steps
that spiral up like the gyres
of the Book of Kells, whirling in labyrinths
of knowledge, turmoil and eternity.
They lead to the beehive huts and oratories
packed with a congregation of sightseers
who whisper in disbelief and reverence
at how those sometime monks lived
in this wind-tugged cloister of shells.
 
We browse in each dome’s live absence
and picnic above the graveyard
that’s no bigger than a currach
with a crucifix for helmsman
navigating his crew to the island of the dead.
We’re eyed by the staunch, monkish puffins.
Our tongues loosen, but, in keeping
with the somberness of this sun-haloed place,
we chat about the world with an earnestness
that would embarrass us on the mainland.
 
You tell of medieval monks charting world maps
with countries drawn as humans gorging upon
each other’s entangled bodies. We go on to
the lands and demons of the world of poetry.
I’m flummoxed when you ask what poetry is.
I recall how the earliest musical instruments
were hewn out of bones, and that poets
carve their words out of those gone before.
They are the primitive musicians who beat
and blow words back to life. More than that I don’t know.
 
                      III
 
[…]
 
That dusk at Dún an Óir we slaughtered even
the pregnant, whimpering women methodically
while a bloodstained sun drowned in the ocean.
Each fetus struggled in the belly
of each slain mother as desperately
as a lobster dropped in a boiling pot.
Had shed blood been ink, I could still be
quilling The Faerie Queene, but I did not
allow a drop to blot a mere sonnet
that you, trapped in complicity, can never
quite break free of. Admit it, hypocrite!
In your time few are not guilty of slaughter.
Even the page you’ll pen this upon is of pine
that Amazonians were shot for. I could go on.
                                                                                   (Edmund Spenser)
I lifted the pitch of my grief
    above the storm-lashing waves
for my world breaking on the reefs
    of foreign, land-grabbing knaves,
 
who ignore dependence upon
    the lowliest plants and creatures
as the hermit crab and cloak anemone
    depend on one another.
 
But no matter what, you must
    keen for the world’s theft
as I keened mine, despite knowing
    soon no one may be left.
 
                                                                                   (Aodhagán Ó Rathaille)
Lend an ear to one of your own kind
   and do not let yourself be caught
by the winds of lust, like Dante’s starlings
   blown this way and that by every gust.
 
I myself was borne on this wind
   as I rode across country,
always wary that around the next bend
   my life would catch up with me.
My rakish ways squandered energy
   that I should have instilled in song,
more worthy of the muse-gift given to me
   than my odd aisling,
 
Pay particular heed to me, especially
   since your word-talent is less than mine.
I’m still too bushed to eke out a last line.
                                                                                    (Eoghan Rua Ó Súilleabháin)
Sing up front,
cold-shouldering
the fashionable
low key of your time,
closed, cautious and crabbit
as a farmer.
 
Sing as open-throated
as my curlew keen.
I supped the red wine
of Art’s blood
as he lay slain,
already becoming Cork mud.
 
Sing as full-throated
as my unmatched plaint;
matching my words
to his cold body
that would never again
rouse to my touch.
My hands wept
that day’s icy rain
as I swore to undo
that kowtowing
dribble of a man
who slew my Art
of the winged white horse.
 
The spirit of that mare
I rode fleeter than any hare,
fleeter than any deer,
fleeter than the wind
through Munster’s open country.
 
Sing your provenance,
our elder province.
                                                                                     (Eibhlín Dubh Ní Chonaill)
I sang not for my own or for beauty's sake
as much as to keep our spirits fired, 
knowing as long as we sang we'd not break, 
refusing to allow the country be shired.
But it was too much when even our lands
turned hostile and drove us like lapwings
in the hard winter, together in dying bands,
our swollen bellies pregnant with nothing. 
Even the birds seemed to give up singing. 
So I lay down and relinquished song.
But I should have kept up my amhrán-ing, 
adapting and transmuting their tongue. 
Transform the spirit of where you belong, 
make something right out of what's wrong. 
                                                                                     (Tomás Rua Ó Súilleabháin)
Tell of those weather-sketched
    Attic islanders
who half-tamed their school
    of rocky Blaskets,
water spouting from the blowholes
    of cliffs. 
Tell how they were forced
    from their Ithaca,
still dreaming in the surf-rush 
    of Irish,
the inland longing for the lilt
    of the sea.
In them uncover the destiny
   of everyone,
for all are exiled and in search 
    of a home,
as you settle the eroding 
    island of each poem. 
                                                                                        (Robin Flower)
[…]
The islands' standing army
of gannets fiercely snap,
stab and peck one another.
Few could match
the spite I unleashed 
on any who encroached 
into my territory. I spat 
with petrel accuracy. 
I should have had the wisdom 
of the sad-eyed puffins 
who let everyone come close,
sensing few mean hurt, 
though when forced to tussle
they'll show their worth. 
So learn from me. 
When I come to mind
don't recall how, feisty, 
I knocked nests of words
over the edge,
splattering on the rocks 
the crude squwaks of other 
ravaging, wing-elbowing birds; 
rather think of the winged poems 
I hatched, seen, 
regardless of time and place, 
gliding and gyring 
with their own grace. 
                                                                                          (Patrick Kavanagh)
Life when it is gone is like a woman
you were glad to be quit of only to find
yourself years later longing for her,
catching her scent on a crowded street. 
Tell us of the seagull plundering your picnic 
before it wakes you. Tell us of the rain
tapping a pane while you're ensconced
by the fire cradling a pregnant brandy glass. 
                                                                                            (Louis MacNeice)
Can you still hear a distant train whistle blow? 
Wet my whistle with a slug of Guinness.
What is the texture of fresh-fallen snow?
Do girls still wear their hair in braid?
What's tea? What's the smell of the sea?
Tell me. Tell me. I am beginning to fade.
          
                                                                                             (Dylan Thomas)
                      IV
The alarming, silhouetted bird
has a preternatural quality 
as it flutters about
my head, drawing me
from sleep's underworld. 
I resist its pull. 
Everything turns
into dream's usual montage. 
Another figure emerges 
but says nothing, 
as if that's what he came to say. 
His face merges into
one of a gagged female. 
She shimmers and vanishes. 
Dolphins break
beyond Blind Man's Cove,
returning the dead
to Bull Island, transmitting
their encrypted, underwater Morse. 
The savant local ferryman
informs us that Skellig Michael
was once a druidic site. 
His oil-wrinkled hands tug
the engine cord,
coaxing our boat
out of the cliff-shaded cove.
We withdraw
into the distance, 
leaving a disgruntling sense
that we've only touched the tip
of these dark icebergs. 
 
   
 
",Greg Delanty,"Living,Sorrow & Grieving,Activities,Travels & Journeys,Nature,Seas, Rivers, & Streams,Arts & Sciences,Poetry & Poets,Social Commentaries,History & Politics"
93,"
                    The bottoms of my shoes
                ","
The bottoms of my shoes 
     are clean 
From walking in the rain
",Jack Kerouac,"Nature,Weather"
94,"
                    In my medicine cabinet
                ","
In my medicine cabinet
the winter fly
Has died of old age
",Jack Kerouac,"Living,Death,Time & Brevity,Nature,Animals"
95,"
                    Useless! Useless!
                ","
Useless! Useless! 
—heavy rain driving
into the sea
",Jack Kerouac,"Living,Disappointment & Failure,Nature,Seas, Rivers, & Streams,Weather"
96,"
                    Answer
                ","
I broke at last
the terror-fringed fascination
that bound my ancient gaze
to those crowding faces
of plunder and seized my
remnant life in a miracle
of decision between white-
collar hands and shook it
like a cheap watch in
my ear and threw it down
beside me on the earth floor
and rose to my feet. I
made of their shoulders
and heads bobbing up and down
a new ladder and leaned
it on their sweating flanks
and ascended till midair
my hands so new to harshness
could grapple the roughness of a prickly
day and quench the source
that fed turbulence to their
feet. I made a dramatic
descent that day landing
backways into crouching shadows
into potsherds of broken trance. I
flung open long-disused windows
and doors and saw my hut
new-swept by rainbow brooms
of sunlight become my home again
on whose trysting floor waited
my proud vibrant life.
",Chinua Achebe,"Living,Life Choices,Relationships,Home Life,Social Commentaries,Money & Economics"
97,"
                    NON-commitment
                ","
Hurrah! to them who do nothing
see nothing feel nothing whose
hearts are fitted with prudence
like a diaphragm across
womb’s beckoning doorway to bar
the scandal of seminal rage. I’m
told the owl too wears wisdom
in a ring of defense round
each vulnerable eye securing it fast
against the darts of sight. Long ago
in the Middle East Pontius Pilate
openly washed involvement off his
white hands and became famous. (Of all
the Roman officials before him and after
who else is talked about
every Sunday in the Apostles’ Creed?) And
talking of apostles that other fellow
Judas wasn’t such a fool
either; though much maligned by
succeeding generations the fact remains
he alone in that motley crowd
had sense enough to tell a doomed
movement when he saw one
and get out quick, a nice little
packet bulging his coat pocket
into the bargain—sensible fellow.
 September 1970
",Chinua Achebe,"Religion,Christianity,Social Commentaries,History & Politics"
98,"
                    Flying
                ","



(for Niyi Osundare)



Something in altitude kindles power-thirst
Mere horse-height suffices the emir
Bestowing from rich folds of prodigious turban
Upon crawling peasants in the dust
Rare imperceptible nods enwrapped
In princely boredom.
 
I too have known
A parching of that primordial palate,
A quickening to manifest life
Of a long recessive appetite.
Though strapped and manacled
That day I commanded from the pinnacle
Of a three-tiered world a bridge befitting
The proud deranged deity I had become.
A magic rug of rushing clouds
Billowed and rubbed its white softness
Like practiced houri fingers on my sole
And through filters of its gauzy fabric
Revealed wonders of a metropolis
Magic-struck to fairyland proportions.
By different adjustments of vision
I caused the clouds to float
Over a stilled landscape, over towers
And masts and smoke-plumed chimneys;
Or turned the very earth, unleashed
From itself, a roaming fugitive
Beneath a constant sky. Then came
A sudden brightness over the world,
A rare winter’s smile it was, and printed
On my cloud carpet a black cross
Set in an orb of rainbows. To which
Splendid nativity came–who else would come
But gray unsporting Reason, faithless
Pedant offering a bald refractory annunciation?
But oh what beauty! What speed!
A chariot of night in panic flight
From Our Royal Proclamation of the rites
Of day! And riding out Our procession
Of fantasy We slaked an ancient
Vestigial greed shriveled by ages of dormancy
Till the eyes exhausted by glorious pageantries
Returned to rest on that puny
Legend of the life jacket stowed away
Of all places under my seat.
 
Now I think I know why gods
Are so partial to heights—to mountain
Tops and spires, to proud iroko trees
And thorn-guarded holy bombax,
Why petty household divinities
Will sooner perch on a rude board
Strung precariously from brittle rafters
Of a thatched roof than sit squarely
On safe earth.
",Chinua Achebe,"Religion,Other Religions,Mythology & Folklore,Fairy-tales & Legends"
99,"
                    Itinerary 
                ","
I don’t mind the ring roads
or the strange intersections,
 
filled in with radio music    tarmac
skirting streetlight and         the dissolving      moon.
 
Wing mirrors tell
of running trees.
 
My heart races
in the heave of the wind.
 
In the pivot of glass everything
is so small and manageable.
 
I think of an old song,
of purple cows in far fields,
 
I wonder what it’d take
to cover miles and miles
with no maps or destination.
 
It is not easy anymore
 
to forget or be free of the bear
that roams the place where I come from.
",Jennifer Wong,"Activities,Travels & Journeys"
100,"
                    Koi
                ","
Among heart-shaped leaves
the white fish gleams, red tail. 
Soft lotuses sleep. 
",Jennifer Wong,"Nature,Animals"
101,"
                    Gift
                ","



''At one time, I dreaded everything I was making.' 
Yayoi Kusama (Winter 1999)



First it is just a measling of the tablecloth
but soon it spills
in all colours, all gaiety:
                           desk        floor        lamp        flowers
          tatami, my underwear
 
then dares to paw across
         Mother’s face, so
smilingdelirious.
 
Twenty years
in a twelve square metre room
with the thuds of tennis balls
the only music
 
tells me
that suffering
is necessary
 
and more powerful
than healing
 
and I wish
to cover all territory
for once—hospital beds, chinaware,
bed linen, your bland skin
 
with the pattern and fear of all my dots—
by the old wharf on Naoshima
I make my yellow wartime pumpkins.
 
I know my home is not a country anymore,
just a festering colony of the mind:
 
these shuddering trees
that come and talk to me each night,
the whispers of the white nurses
and the star-dances
of my Japanese kaleidoscope.
Come haunt me still. Do what you may.
I won’t return. I’m not afraid.
",Jennifer Wong,"Living,Health & Illness,Sorrow & Grieving,Relationships,Home Life"
102,"
                    Open Openly
                ","
Bless Tuesday, blessed Monday.
Bless the word week, its seven
small days trail with y.
Bless the men whose words
I was too young to hear.
A whisper loves a canal.
Bless my laugh, lent by grief,
I have so little left to borrow.
But my hair, it grows—
if hair be gold, cut mine so
I might rid my beloved
of his student loans. Bless
thieves, universities, those
hands caress what’s not theirs.
Bless thinking it was yours.
Here are hands, blessed one.
Bless them holding the door.
Bless each crier on the F
train before and after me
as they blush, as they transfer
into tunnels for the red line.
Oh bless, bless wildly, what
remains to be done. Bless
the one who told me so,
the ones who didn’t.
Even weak breaths bless.
Bless weakness, fragile fortress,
my friend’s body absent
of soundness. Bless the sound
of someone reliable answering
your call, saying If you’re going
through hell, Hello.",Alan Felsenthal,"Living,The Mind,Love,Romantic Love,Social Commentaries,Money & Economics"
103,"
                    the way we live now ::
                ","
       when the cultivators of corpses are busy seeding
plague across vast acres of the land, choking schools
       and churches in the motley toxins of grief, breeding
virile shoots of violence so soon verdant even fools
       fear to tread in their wake :: when all known tools
of resistance are clutched in the hands of the vile
       like a wilting bouquet, cut from their roots, while
 
the disempowered slice smiles across their own faces
       and hide the wet knives in writhing thickets of hair
for future use :: when breathing in the ashen traces
       of dreams deferred, the detonator’s ticking a queer
echo that amplifies instead of fading :: when there-
       you-are is where-you-were and the sunset groans
into the atlantic, setting blue fire to dark white bones.
",Evie Shockley,"Relationships,Family & Ancestors,Social Commentaries,History & Politics,Race & Ethnicity"
104,"
                    what's not to liken?
                ","
the 14-year-old girl was treated like:
        (a) a grown woman.
        (b) a grown man.
 
the bikini-clad girl was handled by the cop like:
        (a) a prostitute.
        (b) a prostitute by her pimp.
 
the girl was slung to the ground like:
        (a) a sack of garbage into a dumpster.
        (b) somebody had something to prove.
 
the girl’s braids flew around her head like:
        (a) helicopter blades.
        (b) she’d been slapped.
 
the black girl was pinned to the ground like:
        (a) an amateur wrestler in a professional fight.
        (b) swimming in a private pool is a threat to national security.
 
the girl’s cries sounded like:
        (a) the shrieks of children on a playground.
        (b) the shrieks of children being torn from their mothers.
 
the protesting girl was shackled like:
        (a) a criminal.
        (b) a runaway slave.
 liken it or not
 
          —mckinney, texas, june 2015
 
",Evie Shockley,"Relationships,Family & Ancestors,Social Commentaries,Crime & Punishment,Gender & Sexuality,History & Politics,Race & Ethnicity"
105,"
                    A Mighty Pulverizing Machine
                ","
To each orphaned child—so long as you remain close enough to walk to
your living kin you will dance, feast, feel community in food. This cannot
stand. Eighty acres allotted.
 
To each head of household—so long as you remember your tribal words
for village you will recollect that the grasses still grow and the rivers still
flow. So long as you teach your children these words they will remember
as well. This we cannot allow. One hundred and sixty acres allotted.
 
To each elder unable to till or hunt—so long as your old and injurious habits
sing out over the drum or flicker near the fire you cripple our reward. We
seek to hasten your end. Eighty acres allotted.
 
To each widowed wife—so long as you can make your mark, your land
may be leased. A blessing on your mark when you sign it and walk closer
to your favored white sister. Eighty acres allotted.
 
To each full blood—so long as you have an open hand, we shall fill it with
a broken ploughshare. One hundred and sixty acres allotted.
 
To each half blood, each quarter strain—so long as you yearn for the broken
ploughshare, you will be provided a spade honed to razor in its place.
When every acre of your allotment has been leased or sold, you will turn it
on yourself. From that date begins our real and permanent progress.
 
",Laura Da',"Relationships,Family & Ancestors,Social Commentaries,History & Politics,Race & Ethnicity,War & Conflict"
106,"
                    Passive Voice
                ","
I use a trick to teach students
how to avoid passive voice.
 
Circle the verbs.
Imagine inserting “by zombies”
after each one.
 
Have the words been claimed
by the flesh-hungry undead?
If so, passive voice.
 
I wonder if these
sixth graders will recollect,
on summer vacation,
as they stretch their legs
on the way home
from Yellowstone or Yosemite
and the byway’s historical marker
beckons them to the
site of an Indian village—
 
Where trouble was brewing.
Where, after further hostilities, the army was directed to enter. 
Where the village was razed after the skirmish occurred.
Where most were women and children.
 
Riveted bramble of passive verbs
etched in wood—
stripped hands
breaking up from the dry ground
to pinch the meat
of their young red tongues.
",Laura Da',"Activities,School & Learning,Arts & Sciences,Language & Linguistics,Social Commentaries,History & Politics,War & Conflict"
107,"
                    Dakota Homecoming
                ","
We are so honored that
              you are here, they said.
We know that this is
             your homeland, they said.
The admission price
             is five dollars, they said.
Here is your button
             for the event, they said.
It means so much to us that
             you are here, they said.
We want to write
             an apology letter, they said.
Tell us what to say.
 
 
",Gwen Nell Westerman,"Relationships,Family & Ancestors,Social Commentaries,History & Politics,War & Conflict"
108,"
                    More Experiments with the Mysterious Property of Animal Magnetism (1769)
                ","
Finding myself in a mesmeric orientation,
before me appeared Benjamin Franklin,
who magnetized his French paramours
at dinner parties as an amusing diversion
from his most serious studies of electricity
and the ethereal fire. I like thinking about
how he would have stood on tiptoe to kiss
their buzzing lips and everyone would gasp
and clap for the blue spark between them.
I believe in an honest and forthright manner,
a democracy of plain speech, so I have to
find a way to explain I don’t care to have sex
anymore. Once I was a high school teacher
and there was a boy who everyday came in late,
who only came to school at all to sell drugs
out of his backpack, upon which he laid
his head like a pillow and closed his eyes
while I pointed at a chart diagramming
the anatomy of a sparrow. The vice principal
was watching and taking notes as I taught
this class, so I slid the bag from under
his cheek, as if not to wake him, wrapped
his fingers around a pen. I was trying
to be a gentle mother and also trying
to show I was in control of an unstable
situation. The boy, also trying to be
in control of himself, walked so slow
to my desk and we stood to watch him
push everything—binders, piles of ungraded
papers, a beaker of red pens to the floor.
He was so calm. How do you like it when I touch your things. I do not like it. I live
in a house with many blue mason jars,
each containing a feather collection or starfish
collection or vertebrae collection, and also
there is a fully articulated fetal alligator skeleton.
Each window is pressed by the design
of a sweet-gum branch, all the little orange
and red stars of its leaves, you can’t see
the perfect geometry this close, just haphazard
parabolas, but beneath the foundation
the roots mirror the branching. I have
a chart of this to pull down. The view is flat
and so quiet on the inside. Have I been
forthright yet? What I want to know is
what happens if I decide to never have sex
again? Or more precisely, can I decide
to not have sex again and still be kind?
And be a joy to others? I should mention
I am a wife. I should mention I was told
my sole purpose is to be joy to others.
The sidewalks outside are very full of people
and when I look at them I feel hopeless.
Benjamin Franklin was so jolly with his kite
and his key and his scandalous electricity.
He was so in love with women and drink
and democracy. Before I was this way,
I was not a house, I was just a jar and what
I wanted was to be broken. A cool trick
you can do that I once showed a class is crank
a wheel covered in felt against another felt
wheel. Static bristles and sparks and makes
your hair stand on end. But hook it to
a Leyden jar and the electricity fills up
in there, invisible as air. Becomes a glass
battery, until you too much the thing, then
wow! broken glass everywhere. I remember
wanting that. Do I have to always want that?
My house is blue and quiet. I can hardly
hear the squirrel in my sweet-gum tree
dancing like a sunbeam to sing his riddles:
“A house full, a hole full, but you cannot
gather a bowl full.” The air of everywhere
is wet with electric fluid, you can’t even tell,
but pop, whiz, everywhere. “In this
field,” Ben says, “the soul has room
enough to expand, to display all of her
extravagances.” The sweet gum has 10,000
sticky, spiky seed balls. They start green
but grow black and fall for want of
a barren season. They look like sea urchins.
I call them tree urchins and think it’s
a funny joke. I don’t tell it to anyone,
as I am tired of being told what is not.
Such a secret, I know, is an extravagance,
and I like best how it’s an extravagance so
small you must keep it in a jar with others
of its kind for it to ever mean anything at all.
",Kathryn Nuernberger,"Living,Life Choices,Activities,School & Learning,Arts & Sciences,Sciences,Social Commentaries,Gender & Sexuality"
109,"
                    Toad
                ","
My child is sitting cross-legged on the floor reading to herself.
Sometimes she is so full of need I push her to the floor.
Only once I did that and I don’t even remember the moment
right, but I was trying to wipe urine off my leg and she was
naughty like a squirrel and jumping and singing and her head
slammed into my chin, which hurt and even more than that,
it pissed me off, because she’s my beautiful child, but in that
button snap of a moment she was suddenly just one more person
and I pushed her away in a way that felt to me like setting her
down, but awkwardly, because of how she was also balancing
her feet on my feet as I tried to pour out a bowl of pee
from her little potty as a toothbrush dangled foaming
from my mouth. Somewhere in the mess of that morning
she’d become person enough to, in the space between us,
create force of momentum, and then I did not set her down,
but pushed her and she fell away from it against the wall
and was crying because I, her mommy, pushed her. And I know
this should be the poem about how I’m horrified at myself,
the poem about what in ourselves we have to live with,
but in that moment which followed two years of breastfeeding
and baby-wearing and sixty-nine hours of natural childbirth
and the hemorrhaging and the uncertain operation, after which
I pumped every two hours, careful not to let the cord tangle
in the IV. Even then when she cried and no matter what
and no matter and no matter and no matter and no matter what,
I held her all night if she cried so she would not ever know
someday you’ll cry alone, but I held her and ached and leaked
and bled too as long as it took. Of course there’ve been nights
since but sometimes it feels as if I’ve never been asleep again,
so when I say I pushed my two-year-old against a wall and I don’t
remember it happening that way but it happened and I did
and I’ve been wondering a long time now what the limit is
and when I would find the end of myself, and that day, which
was yesterday, was the end. And this day, when we played
hide-and-seek with Daddy, and touched bugs, and readFrog and Toad Are Friends twice together before she read it
to herself as I wrote this, this is the day that comes after.
",Kathryn Nuernberger,"Living,Life Choices,Parenthood,Love,Realistic & Complicated,Relationships,Family & Ancestors"
110,"
                    Little Lesson on How to Be
                ","
The woman at the Salvation Army who sorts and prices is in her eighties
and she underestimates the value of everything, for which I am grateful.
 
Lightly used snow suits, size 2T, are $6 and snow boots are $3.
 
There is a little girl, maybe seven, fiddling with a tea set. Her mother
inspects drapes for stains.
 
Sometimes the very old and lonely are looking for an opening.
 
She glances up from her pricing and says something about the tea set
and a baby doll long ago.
 
I am careful not to make eye contact, but the mother with drapes has
such softness in her shoulders and her face and she knows how to say
the perfect kind thing—“What a wonderful mother you had.”
 
“Yes, she was.”
 
Why do children sometimes notice us and sometimes not?
 
From the bin of dolls: “What happened to your mother?”
 
“She died.”
 
The woman at the Salvation Army who sorts and prices is crying a little.
She seems surprised to be crying. “It’s been eighty years and I still miss
her.”
 
When my daughter was born I couldn’t stop thinking about how we
were going to die. If we were drowning, would it be better to hold her
to me even as she fought away or should I let her float off to wonder why
her mother didn’t help her? What if it’s fire and I have one bullet left? I
made sure my husband knew if there were death squads and he had to
choose, I’d never love him again if he didn’t choose her. If I’m lucky,
her crying face is the last thing I’ll see.
 
The mother with drapes is squeezing her daughter’s shoulder, trying to
send a silent message, but children are children. “Why did she die?”
 
“She was going to have a baby and—And she died.”
 
“But she was a wonderful mother.”
 
I’m holding a stack of four wooden jigsaw puzzles of farm animals,
dinosaurs, jungle animals, and pets. Each for a quarter.
 
“It’s silly how much I still miss her.” She takes out a tissue and wipes
her eyes and then her nose.
 
When my grandmother threw her sister, Susie, a 90th birthday party,
one hundred people came, including 5 of the 6 brothers and sisters. At
dusk only a few of us were left, nursing beers with our feet kicked up
on the bottom rungs of various walkers.
 
Susie said then to my grandmother, “Can you think of all the people
watching us in heaven now? And our mother must be in the front row.”
 
Grandma took her sister’s hand. “Our mother—Estelle.”
 
“Yes—her name was Estelle. I forgot that.”
 
They looked so happy then, saying her name back and forth to each
other. Estelle. Estelle.
",Kathryn Nuernberger,"Living,Death,Parenthood,Relationships,Family & Ancestors"
111,"
                    The Riots
                ","
We were given a curfew on the second day.
Clouds filling windows were replaced by soot
and ash from the burned out market on the corner.
We lost the smell of buttered beetroot, Wissotzky tea
and kishke; a tendril of root infiltrated a crack
in the floorboards. We kept our distance and let it grow
in disbelief. Someone said we should kill it
before it gets too strong. Hours, maybe even days,
went by as we hid waiting for attacks and looting
to end. At times, when the door opened, a waft of wind
made its way to those unfolding leaves
waving like the curtains out of blown out windows.
",Ruben Quesada,"Social Commentaries,History & Politics,War & Conflict"
112,"
                    Last Photograph of My Parents
                ","



San José, Costa Rica



Tortillas clap against floured palms,
steaming bowls of avena, frijoles
black as the rumbling sky,arroz con pollo simmers. Against the kitchen
 
window, small clouds rise. Papá dances
to the electric beat of the marimba,
his cheek bristly against Mamá’s
neck; his thick fingers sift
 
through her wispy hair. I am nowhere
to be found, neither in the foreground nor
background. Today I sit in this chair,
in the corner of my house, covered
with a poncho of blue flowers,
looking out at asphalt roads overflowing
with rain, fogging the glass. Along the road,
steam rises like blotchy fingerprints.
",Ruben Quesada,"Living,Death,Relationships,Family & Ancestors"
113,"
                    After Oprah
                ","
As a kid the only black woman
in my life was my fourth-grade teacher—
I remember her not because she was black
but mostly because of her copper-colored
bob that never changed, as if a piece
of bronze had been chiseled onto her
head and neither I nor my classmates
could prove it was a wig, but we knew it was
too perfect to be real. Then you came in-
­to my home—but not the way someone
came in one afternoon while we were away
grocery shopping, leaving the side door wide
open releasing my white-winged parakeet,
my mother’s jewelry and our television,
gone. And for years I watched you go
from analog into digital; you were
the modicum of motherhood I encountered
daily while my mother stood on a production
line mouthing prayers for prosperity
and health in a room of air
compressors. You’re a super galactic
hologram—scattered light reconstructed
through the dark matter, ever-shrinking
pixels—shifting the cosmology
of the world with gigs of Gayle, and
revolutionary road trips. And now
will you quietly fade out into the space-
time continuum where not even my imagination
will find you? Your last broadcast
like the final song of our beloved parakeet
as it flew past the leafless trees toward
the vast dome of heaven.
",Ruben Quesada,"Living,Youth,Activities,School & Learning,Relationships,Family & Ancestors,Home Life,Social Commentaries,Race & Ethnicity"
114,"
                    Crosscurrent
                ","



For James Welch



The first harvest of wheat in flatlands
along the Milk startled me into thoughts of you
and this place we both remember and also forget as home.
Maybe it was the familiarity or maybe it was my own
need to ask if you have ever regretted leaving.
What bends, what gives?
And have you ever missed this wind?—it has now
grown warm with late summer, but soon
it will be as dangerous as the bobcat stalking calves
and pets just south of the river.
Men take out their dogs, a case of beer and wait
in their pickups for dawn, for a chance with their rifles.
They don’t understand that she isn’t going to make
any mistakes. With winter my need for an answer
grows more desperate and there are only four roads out.  
One is the same cat hunters drive with mannish glory
and return along, gun still oil-shined and unshot.
Another goes deeper into Assiniboine territory:
This is the one I should talk myself into taking next.
I haven’t much traveled the third except to visit
a hospital where, after the first time,
my mother had refused chemotherapy.
And the last road you know as well as I do—
past the coral-painted Catholic church, its doors
long ago sealed shut to the mouth of Mission Canyon,
then south just a ways, to where the Rockies cut open 
and forgive. There you and I are on the ascent.
After that, the arrival is what matters most. 
",M.L. Smoker,"Living,Life Choices,Activities,Travels & Journeys,Relationships,Family & Ancestors"
115,"
                    Reemergence of the Noose
                ","
Some lamp sputters
its dusty light
across some desk.
Some hand, shaking,
works the strained
rope, twisting and knifing,
weaving, tugging tight
a bellowing circle. Randy
Travis, steamy drawl
and hiccup on the staticky
AM, backs the ritual
of drooping loop.
Sweat drips an awful
hallelujah. God glares
askance, but the artist
doesn’t waver—wrists
click cadence, knots
become a path to what
makes saviors. The sagging
hoop bemoans a need
to squeeze, its craving
for a breath within the ring.
",Patricia Smith,"Religion,God & the Divine,Social Commentaries,Crime & Punishment,History & Politics,Race & Ethnicity"
