,Title,Poem,Poet,Tags
127,"
                    Chinatown Diptych
                ","
 I.
 
The face of Chinatown returns its color,
plucked from July's industrial steamer.
 Dry the cup!
So we do.
 
Four noodle shops on East Broadway release their belches collectively.
They breed in me a hankering for family life.
 
Here, there's no logic to melons and spring onions exchanging hands.
No rhythm to men's briefs clothes-pinned to the fire escape.
 
Retirees beneath the Manhattan Bridge leak hearsay.
 
The woman in Apartment #18 on Bayard washes her feet in pot of boiled
water each evening before bedtime. But every handful of weeks she lapses.
 
I lean into the throat of summer.
 
Perched above these streets with whom I share verbs and adjectives.
 
II.
 
Faces knotted, bangs softened with grease.
The East River pulls along a thread of sun.
 
While Sunday slides in. Again, in those plain trousers.
 
How the heat is driven off course.
How one can make out the clarified vowels of bridges.
 
Who’s keeping count of what’s given against what’s stolen?
 
There's nothing I can't trace back to my coarse immigrant blood.
 
Uncles tipple wine on the streets of Mott and Bayard.
Night shifts meet day shifts in passing.
 
Sweat seasons the body that labors.
 
And in each noodle shop, bowls dusted with salt.
 
",Jenny Xie,"Activities,Eating & Drinking,Jobs & Working,Nature,Summer,Social Commentaries,Cities & Urban Life"
128,"
                    Long Nights
                ","
Ice, entire cakes of it.
Crows feed on sand.
 
So poor is this season
the ground steals color
from the tree-shadows.
 
 
 
            •
 
 
 
Can it be that nothing
is as far as here?
 
Just look!
 
How much past we have
to cover this evening–
 
 
              •
 
 
 
Come to think of it
don't forget to pick
off this self and that self
along the way.
 
Though that’s not right–
you spit them out like pits.
 
 
              •
 
 
 
If there is a partition between
the outer and inner worlds,
how is it that some water in me churns
between the mountain ranges?
 
How is it we are absorbed so easily
by the ground—
 
 
              •
 
 
 
Long nights for simple words.
 
 
              •
 
 
 
Slant rhyme of current thinking
and past thinking.
 
A chewed over hour, late.
Where the long ago past
and the future come
to settle scores.
 
 
               •
 
 
 
Traveling and traveling,
but so much interior
unpicked over by the eyes.
 
 
 
                •
 
 
 
Nothing is as far as here.
 
",Jenny Xie,"Living,The Mind,Time & Brevity,Religion,The Spiritual"
129,"
                    Wife
                ","
I’m not yet comfortable with the word,
its short clean woosh that sounds like
life. At dinner last night my single girls
said in admonition, “It’s not wife-approved”
about a friend’s upcoming trip. Their
eyes rolled up and over and out their
pretty young heads. Wife, why does it
sound like a job? “I need a wife” the famous
feminist wrote, “a wife that will keep my
clothes clean, ironed, mended, replaced
if need be.” A word that could be made
easily into maid. A wife that does, fixes
soothes, honors, obeys, Housewife,
fishwife, bad wife, good wife, what’s
the word for someone who stares long
into the morning, unable to even fix tea
some days, the kettle steaming over
loud like a train whistle, she who cries
in the mornings, she who tears a hole
in the earth and cannot stop grieving,
the one who wants to love you, but often
isn’t good at even that, the one who
doesn’t want to be diminished
by how much she wants to be yours.
",Ada Limón,"Living,Marriage & Companionship,Love,Realistic & Complicated,Social Commentaries,Gender & Sexuality"
130,"
                    The Contract Says: We'd Like the Conversation to be Bilingual
                ","
When you come, bring your brown-
ness so we can be sure to please
 
the funders. Will you check this
box; we’re applying for a grant.
 
Do you have any poems that speak
to troubled teens? Bilingual is best.
 
Would you like to come to dinner
with the patrons and sip Patrón?
 
Will you tell us the stories that make
us uncomfortable, but not complicit?
 
Don’t read the one where you
are just like us. Born to a green house,
 
garden, don’t tell us how you picked
tomatoes and ate them in the dirt
 
watching vultures pick apart another
bird’s bones in the road. Tell us the one
 
about your father stealing hubcaps
after a colleague said that’s what his
 
kind did. Tell us how he came
to the meeting wearing a poncho
 
and tried to sell the man his hubcaps
back. Don’t mention your father
 
was a teacher, spoke English, loved
making beer, loved baseball, tell us
 
again about the poncho, the hubcaps,
how he stole them, how he did the thing
 
he was trying to prove he didn’t do.
",Ada Limón,"Relationships,Family & Ancestors,Social Commentaries,Race & Ethnicity"
131,"
                    Late Summer after a Panic Attack
                ","
I can’t undress from the pressure of leaves,
the lobed edges leaning toward the window
like an unwanted male gaze on the backside,
(they wish to bless and bless and hush).
What if I want to go devil instead? Bow
down to the madness that makes me. Drone
of the neighbor’s mowing, a red mailbox flag
erected, a dog bark from three houses over,
and this is what a day is. Beetle on the wainscoting,
dead branch breaking, but not breaking, stones
from the sea next to stones from the river,
unanswered messages like ghosts in the throat,
a siren whining high toward town repeating
that the emergency is not here, repeating
that this loud silence is only where you live.
",Ada Limón,"Living,Health & Illness,The Mind"
132,"
                    The Leash
                ","
After the birthing of bombs of forks and fear
the frantic automatic weapons unleashed,
the spray of bullets into a crowd holding hands,
that brute sky opening in a slate metal maw
that swallows only the unsayable in each of us, what’s
left? Even the hidden nowhere river is poisoned
orange and acidic by a coal mine. How can
you not fear humanity, want to lick the creek
bottom dry, to suck the deadly water up into
your own lungs, like venom? Reader, I want to
say: Don’t die. Even when silvery fish after fish
comes back belly up, and the country plummets
into a crepitating crater of hatred, isn’t there still
something singing? The truth is: I don’t know.
But sometimes, I swear I hear it, the wound closing
like a rusted-over garage door, and I can still move
my living limbs into the world without too much
pain, can still marvel at how the dog runs straight
toward the pickup trucks break-necking down
the road, because she thinks she loves them,
because she’s sure, without a doubt, that the loud
roaring things will love her back, her soft small self
alive with desire to share her goddamn enthusiasm,
until I yank the leash back to save her because
I want her to survive forever. Don’t die, I say,
and we decide to walk for a bit longer, starlings
high and fevered above us, winter coming to lay
her cold corpse down upon this little plot of earth.
Perhaps we are always hurtling our body towards
the thing that will obliterate us, begging for love
from the speeding passage of time, and so maybe,
like the dog obedient at my heels, we can walk together
peacefully, at least until the next truck comes.
",Ada Limón,"Living,Death,Sorrow & Grieving,Time & Brevity,Relationships,Pets,Nature,Social Commentaries,History & Politics,War & Conflict"
133,"
                    A New National Anthem
                ","
The truth is, I’ve never cared for the National
Anthem. If you think about it, it’s not a good
song. Too high for most of us with “the rockets
red glare” and then there are the bombs.
(Always, always, there is war and bombs.)
Once, I sang it at homecoming and threw
even the tenacious high school band off key.
But the song didn’t mean anything, just a call
to the field, something to get through before
the pummeling of youth. And what of the stanzas
we never sing, the third that mentions “no refuge
could save the hireling and the slave”? Perhaps,
the truth is, every song of this country
has an unsung third stanza, something brutal
snaking underneath us as we blindly sing
the high notes with a beer sloshing in the stands
hoping our team wins. Don’t get me wrong, I do
like the flag, how it undulates in the wind
like water, elemental, and best when it’s humbled,
brought to its knees, clung to by someone who
has lost everything, when it’s not a weapon,
when it flickers, when it folds up so perfectly
you can keep it until it’s needed, until you can
love it again, until the song in your mouth feels
like sustenance, a song where the notes are sung
by even the ageless woods, the short-grass plains,
the Red River Gorge, the fistful of land left
unpoisoned, that song that’s our birthright,
that’s sung in silence when it’s too hard to go on,
that sounds like someone’s rough fingers weaving
into another’s, that sounds like a match being lit
in an endless cave, the song that says my bones
are your bones, and your bones are my bones,
and isn’t that enough?
",Ada Limón,"Arts & Sciences,Music,Social Commentaries,History & Politics,War & Conflict,Mythology & Folklore,Heroes & Patriotism"
134,"
                    Houdini
                ","
There is a river under this poem.
It flows blue and icy
And carries these lines down the page.
Somewhere beneath its surface
Lying chained to the silt
Harry holds his breath
And slowly files
His fingernails into moons.
He wonders who still waits at the dock
If the breasts of those young girls
Have developed since he sank.
He thinks of his parents
Of listening to the tumblers
Of his mother's womb
Of escaping upward out of puberty
Out of the pupils in his father's eyes
And those hot Wisconsin fields.
He dreams of escaping
From this poem
Of cracking the combinations
To his own body
And those warm young safes
Of every girl on the dock.
Jiggling his chains
Harry scares a carp that circles
And nibbles at his feet.
He feels the blue rush of the current
Sweeping across his body
Stripping his chains of their rust
Until each link softens
And glows like a tiny eel.
And Harry decides to ascend.
He slips with the water
Through his chains
And climbing over and over
His own air bubbles
He waves to the fish
To his chains glittering
And squirming in the silt.
He pauses to pick a bouquet
Of seaweed for the young girls
on the dock. Rising
He bursts the surface of this poem.
He listens for shouts.
He hears only the night
And a buoy sloshing in the blue.
",Robert Hedin,"Nature,Seas, Rivers, & Streams,Mythology & Folklore,Fairy-tales & Legends"
135,"
                    How did you meet your wife?
                ","
Swimming the English Channel, struggling to make it to Calais, I swam into Laura halfway across.
My body oiled for warmth,
black rubber cap on my head,
eyes hidden behind goggles,
I was exhausted, ready to drown,
when I saw her coming toward me,
bobbing up and down between waves,
effortlessly doing a breaststroke,
headed for Dover. Treading water,
I asked in French if she spoke English,
and she said, “Yes, I’m an American.”
I said, “Hey, me too,” then asked her out for coffee.
",Richard Jones,"Living,Marriage & Companionship,Love,Romantic Love,Activities,Sports & Outdoor Activities,Nature,Seas, Rivers, & Streams"
136,"
                    The Bell
                ","
In the tower the bell
is alone, like a man
in his room,
thinking and thinking.
 
The bell is made of iron.
It takes the weight
of a man
to make the bell move.
 
Far below, the bell feels
hands on a rope.
It considers this.
It turns its head.
 
Miles away,
a man in his room
hears the clear sound,
and lifts his head to listen.
",Richard Jones,"Living,The Mind"
137,"
                    Life after Death
                ","
What I envy in the open eyes
of the dead deer hanging down
from the rafters, its eyes
still wet and glassy, but locked now
into a vision of another life,
is the way it seems to be
staring at the moment when
it died. The blue light
falling through the window
into this smoke-filled room
is the same color as the mist
coming down off the mountain
that morning: the deer sees
men with guns
but also sees, beyond them,
the endless mountains.
",Richard Jones,"Living,Death,Nature,Animals,Religion,The Spiritual"
138,"
                    The Hearing Aid
                ","
My mother–half-deaf,
a small metal box
pinned to her blouse,
 
and beneath the gray locks
the hidden earphone,
the wire running across
 
her heart to its home
in her ear–can barely
hear me anymore. I’m
 
just someone’s voice
lost years ago, trying now
to make myself clear,
 
deliberately now,
so she will see how
hard the words come.
 
Bent to her breast, I speak
to the heart, almost hopeless,
where hardly anyone
 
is ever heard.
",Richard Jones,"Living,Growing Old,Health & Illness,Relationships,Family & Ancestors"
139,"
                    Are there poems you won't publish?
                ","
Even C.P. Cavafy–
cynical, ascetic,
unknown in his day–
printed at his own expense
poems no one would publish,
poems intimate, personal,
to share with readers
he called friends.
 
But I have hundreds of poems
hidden away in a box.
Even when I know
Cavafy once wrapped verse
with black and gold ribbons
to give away as a gift.
 
",Richard Jones,"Living,Life Choices,Arts & Sciences,Poetry & Poets"
140,"
                    Double Doors
                ","
Valentine’s Day breakfast at Baker’s Square:
Laura drinks coffee while I watch Andrew,
who refuses to sit but chooses instead
to stay in the restaurant’s vestibule where
he opens and closes the big double doors
over and over again, as if he’s practicing
a grand entrance–entering, crossing
the threshold, and letting the doors
close behind him. I’m thinking,
 
it wasn’t so long ago I carried my tiny son
piggyback through the woods to a waterfall;
wasn’t long ago I kissed Laura for the first time;
wasn’t long ago I lived in the house with my dog
and sat with my notebook at the kitchen table
on Sunday morning after working all night–
sipping burnt coffee and scratching out lines,
lighting my hundredth cigarette, starting over
again, determined to write a love poem.
",Richard Jones,"Living,Marriage & Companionship,Parenthood,Time & Brevity,Love,Romantic Love,Arts & Sciences,Poetry & Poets,Valentine's Day"
141,"
                    Will They Believe
                ","
Will the children forgive the generation
that’s trampled by horses of war,
by exile and preparation for departure?
 
Will they think of us as we were,
a bunch of ambushes in ravines
we’d shake our jealousy
and carve trees into the earth's shirt
to sit under,
we, the factional fighters
who’d shoo the clouds of war out of their vehicles
and peer around our eternal siege
or catch the dead
like sudden fruit fallen on a wasteland?
  
Will the children forgive what we were,
some missile shepherds
and masters of exile and frenzied celebration,
whenever a neighboring war gestured to us
we rose
to set up in its braids a place
good for love and residence?
 
           The bombing rarely took a rest
the missile launchers rarely returned unharmed
we rarely picked flowers for the dead or went on
with our lives
 
If only that summer had given us a bit
of time's space before our mad departure
 
Will they believe?
 
",Ghassan Zaqtan,"Relationships,Family & Ancestors,Social Commentaries,History & Politics,War & Conflict"
142,"
                    Calm Day
                ","
No dead on the streets today
is a calm day,
traffic is normal,
there's ample room for the procession
of yesterday's dead,
room to add
             a dream, an idea, a little boy,
             an extra push for the beloved boat,
             a nom de guerre for the cell,
             a rose for a new love,
             a hand to a comrade
 
Some room to stay alive for some time,
enough time to shake your hands
and reach the sun
 
Today is a calm day, a pedestrian day
in Beirut dancing in the streets,
obstructing buses and not buying
newspapers:
          the newspapers already went out to offices
and the dead are resting on the Pavement of Martyrs
at the outskirts of Sabra
 
A calm day,
our neighbor will step out in her nightgown
to hang some sleepiness around us,
some sluggish waking
she's too lethargic to gather letters into words
 
Where is life on this vast sauntering morning?
We won't leave
Out of the whiteness of her gown a reason
will come to carry us down to the streets
dead in her ""Good morning""
",Ghassan Zaqtan,"Social Commentaries,War & Conflict"
143,"
                    Three Intentions
                ","
      1
I will cry to regret
and slaughter my heart
on a desolate rock in the steppe
and run in the wilderness run
in their illusions in the mirrors
of bullets while shooing
victory and defeat
and also the dead
with war's twig
 
    2
I will arch my back like a noble wolf
and howl in the plains
until the plains go mad
and the god of soldiers spots me lifeless
in war's meanness
I'd be pleased yet angry
and forlorn of seas that have tolled
for thirty centuries
they come and go
 
     3
I call to my friend
and leave him standing in speech
I call to my lover
and leave her insomniac
",Ghassan Zaqtan,"Living,Sorrow & Grieving,Social Commentaries,War & Conflict"
144,"
                    Khalil Zaqtan
                ","
And I will bend down to smell his desire
his tomb's flowers and marble
his wilting joy
his swapping temptation for content
 
And I will keep him from the cold, visitors, oleander,
and the sons of bitches and say: No one
will resemble me like my father
his white stumbling and the illusion that plucks words
 
A shout that walks on two feeble legs
eyes me with the summer of discontent
and sprinkles me with water, turns me green
before it shakes the bitter dirt
off its fingers
… that's my father
he cried from a darkness in the grave
 
And I will gather the house of your chucked absence
as if we were alone on Earth
… you die
so I can fold the falcon's wings after its departure
and believe the silence that remains
 
",Ghassan Zaqtan,"Living,Death,Sorrow & Grieving,Relationships,Family & Ancestors"
145,"
                    Also the House
                ","
Near the camp was a river
and in our house were absentees and hands
that will one day wake us in vain
 
I had just turned seven
while he was sitting in the shade
ironing his clothes
the blue jacket sagging over his shoulders
 
I paid no attention to the road
or the three steps
and didn't notice the carpet
 
I don't remember who was it that said
to me or to another
""When you grow up poetry will become your house""
 
The dust that eats the memories
always distances those folks
 
yet their chairs appear from afar,
from behind the hills and over the houses,
to hang in an air of summer and holm oak,
those shaded chairs that reach the heart
on shoulders topped
with five flowers
 
Which flowers are speech
which flowers are silence?
 
And I can't remember
whether it was my uncle who stood at the door,
whether we had palm and lotus trees
in our house in Karameh,
 
whether my mother
who gave birth to me on the shelf
was folding our clothes behind our father's back
so he could sleep
 
The watchdogs used to cry from the heat,
and poetry, Husseini of Jerusalem,
and Khidr the mystic were all in our house
as was my uncle who came from a pond
within Hebron's walls
 
Twenty years would pass before a photo could tell us
we have grown older
and that's that
 
My father used to discompose his friends
with his days, and women
with the thread of seduction in his voice
as he would sprinkle chatter in their rivers
while walking about here or there with a lilt,
he'd let his days fall off him
and let others gather them as he walked
on gold that came only for him
 
And I can't remember:
in our courtyard there were holm oaks,
a fountain, a tiled floor by a huge door,
we were confused and in a hurry
 
The closet that faced us in the second room
had a mirror
the mirror we now seek
 
And my father was standing alone in the hall that led
the stairs to the roof
thanking his days
or preparing for Wednesday's nap
or Thursday's morning
as he left, among the things he'd leave, the water can
full of water
while around his chairs our Saturdays rose
 
My father didn't want too much from life:
a house, five boys
who don't mess with his papers,
which were already chaos,
and two girls
so that braids could float all around the house
",Ghassan Zaqtan,"Living,Youth,Relationships,Family & Ancestors,Home Life"
146,"
                    Sonnet (full-court press)
                ","
having studied swarthmore charts and mirrors,
fashion magazines, foucault, bloom, bad light,
whereof—hereof—had not become clearer;
what vision to present as first self-sight.
 
self quit; put on boots and a see-through dress,
some thought it was ironic ""self-object-
ification"", said they were not impressed.
some guessed that ""honesty"" was self's subject,
 
were put off nonetheless, self-asked: to sleep
with me? who would? self flat, self one inch deep,
self-glimpsed not much in that giant mirror:
innocence -credulity, self doth protest!
 
hey! presumptuous interlocutor!
pissed off, thwarted, played, and soon, undressed!
",Olena Kalytiak Davis,"Living,The Mind,Activities,School & Learning,Social Commentaries,Gender & Sexuality"
147,"
                    Not This
                ","
my god all the days we have lived thru
saying
 
not this
one, not this,
not now,
not yet, this week
doesn’t count, was lost, this month
was shit, what a year, it sucked,
it flew, that decade was for
what? i raised my kids, they
grew i lost two pasts–i am
not made of them and they
are through.
 
we forget what
we remember:
 
each of the five
the fevered few
 
days we used to
fall in love.
",Olena Kalytiak Davis,"Living,Time & Brevity,Love,Romantic Love"
148,"
                    My Love Sent Me a List
                ","
O my Love sent me a lusty list,
Did not compare me to a summer's day
Wrote not the beauty of mine eyes
But catalogued in a pretty detailed
And comprehensive way the way(s)
In which he was better than me.
""More capable of extra- and inter-
Polation. More well-traveled -rounded multi-
Lingual! More practiced in so many matters
More: physical, artistic, musical,
Politic(al) academic (I dare say!) social
(In many ways!) and (ditto!) sexual!”
And yet these mores undid but his own plea(s)(e)
And left, none-the-less, the Greater Moor of me.
 
",Olena Kalytiak Davis,"Love,Break-ups & Vexed Love,Romantic Love,Relationships,Men & Women,Arts & Sciences,Poetry & Poets"
149,"
                    Poem
                ","
If you can make a poem
a farmer finds useful,
you should be happy.
A blacksmith you can never figure out.
The worst to please is a carpenter.
",Olav H. Hauge,"Arts & Sciences,Poetry & Poets"
150,"
                    Remedy
                ","
When I was young, exorcisms were quite common, a remedy not unlike
ice baths. Plus, devils were shorter in those days just as people were.
They hadn't eaten enough fruits or vegetables, and lacked essential
vitamins and iron, grew thin and pale, fell easily into brooding
depressions. They looked more like deer than sheep, and when they
possessed you it was usually because they were fleeing from someone
else and didn't realize where they were until it was too late. It was more
a question of giving directions than driving them out. ""Turn right at the
hairdresser's, go straight until you get to the abandoned schoolhouse,
then turn left. You should see the exit from there."" ""Thank you. I was
completely lost."" ""You're welcome. Good luck."" ""You too, and thanks
again.""
",Dag T. Straumsvåg,"Religion,The Spiritual,Mythology & Folklore,Ghosts & the Supernatural"
151,"
                    Origins of Violence
                ","
There is a hole.
In the hole is everything
people will do
to each other.
 
The hole goes down and down.
It has many rooms
like graves and like graves
they are all connected.
 
Roots hang from the dirt
in craggy chandeliers.
It's not clear
where the hole stops
 
beginning and where
it starts to end.
It's warm and dark down there.
The passages multiply.
 
There are ballrooms.
There are dead ends.
The air smells of iron and
crushed flowers.
 
People will do anything.
They will cut the hands off children.
Children will do anything—
 
In the hole is everything.
",Jenny George,"Social Commentaries,War & Conflict"
152,"
                    The Sleeping Pig
                ","
It is easy to love a pig in a nightgown.
See how he sleeps, white flannel
straining his neck at the neckhole.
His body swells and then deflates.
The gown is nothing to be ashamed of, only
the white clay of moonlight smeared
over his hulk, original clothing, the milk
of his loneliness. The flickering candle
of a dream moves his warty eyelids.
All sleeping things are children.
",Jenny George,"Relationships,Family & Ancestors,Nature,Animals"
153,"
                    The Dream of Reason
                ","
I  Self-Portrait
A house
with three stories.
In the basement, monsters.
The upper floors were empty.
No furniture, nothing.
I had a magic pebble
that I needed to hide.
But where?
Woke in a room
with the bed breathing.
Each day the same
scandal—this body.
These teeth and hands.
 
 
 
 
 
2  The Miniature Bed
A miniature bed, and in it two tiny people
not sleeping, not able to sleep because
a small lie has flowered between them,
fragile as a new, white crocus.
The miniature bed holds them like a miniature boat
making its slow, true course to morning.
These tiny people, thoughts thrumming like mice,
are quiet as the lie blooms over them
in the night, fanning its moth petals,
becoming to them like a moon hovering
over their bed, a moon they might almost touch
with their miniature hands, if they weren't certain
that one wrong gesture might break
the spindles of their small world, if their hearts
were not drops of trembling quicksilver,
if they were brave, if they could see
that small is no smaller than big, that thimbles
are deep as oceans for any god, they might even
touch each other then, opening the dark,
like a match, the sun's flaring.     
3  Harvest
 
The fields are a book of uses.
Near the house
a combine takes the corn down
in long rows.
Dust rises up and replaces itself.
A quick net of starlings
drops to the furrows
and sunshine pours like polished grain
onto the feeding earth,
this country.
 
In the kitchen, milk streams
from the gallon
thin and fresh as luck.
We flourish.
All around us, things flourish.
Cows strain the fence with their abundance.
The herd makes a sound like swelling.
 
Out in the cut field
birds clean the fallen cobs
into sets of teeth.     
4  Sonnet for Lost Teeth
 
The combines were tearing off the field’s clothes.
It was August, haying season. My tooth
was loose, a snag in the clam of my mouth.
I worked it like a pearl. I'd been out of school
for sixty days. In the sweat of the barn
I watched him shoot the calf in the head.
He wiped the hide gently, like cleaning his glasses.
Overnight, I grew a beard so I wouldn't
have to get married. I let my feet go black
from burned grasses. It never gets easier
he said, kicking straw over the blood patch.
She went down so quiet it was almost
sad. Later, when my tooth fell out, I buried it
under my pillow and it grew into money.     
5  Talisman
 
Waiting for the school bus you find
the femur of a baby animal
on the ground. You carry
that femur in your pocket
the entire morning and touch it
secretly through the cloth.
When the teacher asks
a question you don't raise
your hand but quietly
wrap your fingers around
the thin shape, that bone
without a mother.     
6  On Waking
 
Half of everything is invisible.
A river drifts below the river.
A gesture lost in the body.
Wind moves through the open
windows of the trees.
 
Beyond the day, another day.
 
Dreamed I was drowning
my mother's silk laundry
in the river,
kneeling on the wet rocks.
Back and forth I drowned it
in the gray clouds...     
7  Eros
 
Each year fish run the green vein of the river.
The bones of skunks lie buried in the riverbank
upside down, waiting for rain.
 
From a fragment of a Greek statue
you can tell the posture of the whole god.
A skeleton has the same intelligence.
 
So that when a girl discovers it,
loosened by summer rain, surfaced
like a white instrument in the grass,
she suddenly knows how to take it up
and shake the strange rhythms from it like castanets.     
8  A Childhood
 
The horse had been beaten and flies
crawled excited on the beat marks.
He held still in the sunblazed pasture.
For a few minutes I stood at the wire fence.
He was aware of me, but he did not turn—
except his eye, slightly. He listened
through the many ears of the grasses.
A jay made a hole in the air with its cry.
Everywhere, invisible as heat, the gods
married each other and went to war.
The excitement of it vibrated in the flies.
As if we both were standing still
inside some greater, more violent motion.
 
",Jenny George,"Living,Death,The Mind,Youth,Nature,Animals,Mythology & Folklore,Greek & Roman Mythology"
154,"
                    Lemon and cedar
                ","
What is so pure as grief? A wreck
set sail just to be wrecked again.
To lose what’s lost–it’s all born lost
and we just fetch it for a little while,
a dandelion span, a quarter-note.
Each day an envelope gummed shut
with honey and mud. Foolish
to think you can build a house
from suffering. Even the hinges will be
bitter. There will be no books
in that house, only transfusions.
And all the lemon and cedar
in the world won't rid the walls
of that hospital smell.
",Melissa Stein,"Living,Sorrow & Grieving,Time & Brevity"
155,"
                    Seven Minutes in Heaven
                ","
It’s all the rage to sport waxed moustaches
and cure your own sausages
in some mildewy basement that formerly
would have hosted convulsively
awkward parties with spin the bottle and seven
minutes in the dark and terrifying closet
(aka heaven) but now boasts soppressata
strung on repurposed vintage drying racks
and fat clay pots of kombucha and curdling hops.
Personally I've never recovered from the sex-shaped
void left in those closets by all the groping
that should have occurred to me but didn't:
right under my nose kids my age were creeping
into adulthood one clammy, trembling palm
on one breast at a time. There was also
the horror of not being chosen in gym.
It is conceivable that learning intricately
how to butcher an entire hog
and render every morsel might give one
a feeling of mastery one lacked in childhood.It is the greatest immaturity to believe sufferingentitles you to something someone wiser
and grayer than I once said.
But in those basements and carpools and
playgrounds as I assassinated one by one
clandestinely my torturers
abandoning their foul normal
bodies to compost the astonishing
tedium of the wending suburban lanes,
I was transubstantiating to supernal
fame and beauty and such eerie genius
that entire books were written about my
books. In fact it takes a long time to realize
your suffering is of very little consequence
to anyone but you. And by that time the future
is already happening and you're pickling okra
and starfruit and foraging for morels in urban forests
and suspending artisan mozzarella in little wet nets
and crafting small-batch, nitrite-free data
and maybe even thinking about having
children, which you swore in a million
billion years you would never do.
 
",Melissa Stein,"Living,Coming of Age,Disappointment & Failure,Love,Desire"
156,"
                    Slap
                ","
I want to write my lover a poem
but a very bad one. It'll include
a giant squid and some loose change
 
and cuff links and two blue ferries chugging
headfirst on the East River at twenty-six knots
and only at the last minute averting
 
disaster through quick thinking and sure reflexes. Also
a bow and arrow and glossy red apple
I perch in front of my heart. To be honest
 
my lover doesn't really like poetry,
which I guess is why I plan to write
such a bad one, so he can feel right
 
and strong and good in his beliefs.
Tonight when I go see my lover
he’ll hold me as I've never been held
 
except by him and then I'll have to give him
back. When you get new things
you treat them like glass for a while
 
and then get used to them
and manhandle them
like everything else.
 
I don't want to give him back
but partly it's not up to me and
partly I don't want to be his
 
old sofa. I want to radiate and gleam
arrestingly until the certain, premature
end. You can compose a whole life
 
out of these rollercoasters.
You can be everywhere
and nowhere, over and over
life slapping you in the face
 till you’re newly burnished
flat-out gasping and awake.
 
",Melissa Stein,"Love,Break-ups & Vexed Love,Relationships,Men & Women,Arts & Sciences,Poetry & Poets"
157,"
                    What Is June Anyway?
                ","
After three weeks of hot weather and drought,
           we've had a week of cold and rain,
just the way it ought to be here in the north,
            in June, a fire going in the woodstove
all day long, so you can go outside in the cold
            and rain anytime and smell
the wood smoke in the air.
 
This is the way I love it. This is why
           I came here almost
fifty years ago. What is June anyway
          without cold and rain
and a fire going in the stove all day?
 
",David Budbill,"Nature,Summer,Weather"
158,"
                    A Poem about Pain
                ","
I can feel myself slipping away, fading away, withdrawing
from this life, just as my father did. When the pain you're in
 
is so great you can’t think about or pay attention to anything
but your own pain, the rest of the world and all other life
 
don't matter.
 
I think about my friends with dementia, cancer, arthritis, and
how much more pain they are in than I am, but it does no good,
 
their pain is not mine, and therefore, no matter how magnanimous
I might want to be, their pain is not as important to me as my own.
",David Budbill,"Living,Health & Illness,The Mind"
159,"
                    An End to It
                ","
When I came to this mountainside almost fifty years ago it never occurred to me that there would be an end to it.         I went along never thinking about the time when I would have to quit. I imagined—I guess — all this would last forever, if I imagined it at all. Now I'm in my seventies and all I can think about is the time when my life will be here no more.
         For example, I love being in the woods felling and bucking hardwood trees, stacking and covering the blocks, then a year or two later, hauling them to the woodshed where I stack them again, and split them all winter long into the right size for the weather—then bring them into the house.         Now this chore I love so much is seriously painful, and I can see, now, an end to it.
 
",David Budbill,"Living,Death,Growing Old,Health & Illness,Activities,Jobs & Working"
160,"
                    “I’m Stepping Up in Singing Sandals, No Use For”
                ","
The eye’s desire for relief.
I’m the tiger lily bobbing in the heat.
And also the neighbor, shaved bald and
lifting weights on the balcony. Each petal
is the receipt of a shameful dream—
a thought we hadn’t wanted to incorporate
lolling from my parted mouth.
But you know it’s mistakes that make life happen.
A cardboard suitcase of beer for the traveler.
And if we get too close to the words
on this page they soften and warp
into an animal lace, some net
whose logic won’t reveal itself. I pull our eyes
back because I love you. But then you draw them
back further still because that sounds like an excuse.
The whiny version of Love Hurts loops and curls
like ribbon through a scissor, being pulled
across the blade. The money in this poem’s
easy, if you don’t mind having no thoughts and
sitting in one place, while your body changes shape.
 
",Bridget Talone,"Living,The Mind,Love,Arts & Sciences,Language & Linguistics,Poetry & Poets,Social Commentaries,Money & Economics"
161,"
                    Poem
                ","



For js



You were laughing no you weren't she was she was she wasn't
These aren't the right words
The people are waiting on the platform and the decisions are being themselves as usual 
You could take this silver cord and wrap it around all of your ideas 
You could you could
What is the way to make meaning
You're less busy than the machine has time for 
I poured the world in for you 
All the sun on that block
Or at least I wanted to:
Everyone is leaving but this would be an arrival your torso is a drum people come through and then they die you see the obituary in passing as the man next to you folds the paper and all these people at all these parties that cannot be the answer but what
Back above ground and it's the same sun different block same world different world 
Your friend is lying down with the thing he is carrying
Everybody is somebody's family you think you forget the sun keeps going still you keep going the world rearranges itself just so
False alarm you say and then you don't know what to say you wrap yourself in the future you wrap yourself in the past the woman gets in the taxi just in time
Everybody is it's not an easy thing to understand
False alarm you say and then you don't know what to say the sun keeps  going.
",Claudia La Rocco,"Living,Sorrow & Grieving,Activities,Travels & Journeys,Arts & Sciences,Language & Linguistics,Social Commentaries,Cities & Urban Life"
