,Title,Poem,Poet,Tags
137,"
                    Hebrish
                ","
At the confluence of tea roses and Russian sage
we made a right at the curved iron fence,
one of my dead friends beside me explaining how trees communicated
but I couldn’t understand a thing because it was all blurry — 
the way it gets — and though I knew him well
I couldn’t say for sure now whether it was Larry or
Phil or Galway or Charlie until I realized it was me
talking in some kind of Hebrish they spoke
in my town by the Delaware and it was used
for code the way one of the Amerindian languages
was used in World War II the Germans couldn’t in a
million years break since they weren’t as pragmatic
irrational and in-your-face as the English and Americans were.
I noticed the bees were digging in for a late lunch
of what for them was boiled beef and horseradish
or maybe it was just for me and they were bent over
guzzling madly while paying no attention to the two
of us or in any way tired of the nectars since it
ran the whole gamut from oysters to soup to — well — 
boiled beef to strawberry-rhubarb pie
and a little whisky after, some of it spilled on the
vanilla ice cream that underlaid the pie it had once overlaid,
all of this depending on the blossoms they circled over
and bent down upon, a cafeteria as good as the one
on Broadway called Stanley’s I circled and bent over
expending nickels dimes and quarters when the Dulles brothers
ran the country.It was Larry, I’m sure now,
and what we talked about was cardboard
and we were amazed that in the open spaces
beside the hotel on 47th Street
there were four or five small cardboard “houses,”
both of us remembered,
the homeless had claimed to sleep in and provide
a safe place for their black plastic garbage bags,
the size of a room at the Sloane House on 34th Street
near the Pennsylvania Station where I put up
the price of a meal then for a clean pillowcase
with little or no stuffing and a cardboard
bed as stiff as metal and a cardboard
breakfast of cardboard bread and eggs and between us
we talked cardboard, shirts from the cleaners with sheets of
cardboard we drew on, cardboard soles in ruined shoes
we both wore when we were children, cardboard hats,
cardboard to lie on listening to outdoor concerts
and cardboard masks we made with scissors and crayon
for costume dances, balls is what we called them
as if we were art students in Paris about to
swim in the nearest fountain.Though what I want to
say is the bees were too busy to do us any
harm and it was packs of wild dogs, not swarms
of bees, that terrified me (Larry, too) except for one
occasion when I pushed the wrong end of an old
broom into a hive of yellow jackets on the underside
of a low-lying garage roof and an angry swarm chased
me through the yard and over a fence hating
any form of criminal intrusion, urban renewal, or
gentrification, I who couldn’t resist intrusions,
who never could, omnivorous as I was, living on
apples and bananas as well as baby lamb chops,
who ran like hell that day (Larry, too)
for we in our separate ways didn’t want to be
paralyzed then eaten by larvae, none of us dead ones did.
",Gerald Stern,"Living,Death,Youth,Activities,Eating & Drinking,Travels & Journeys,Relationships,Friends & Enemies,Nature,Animals,Social Commentaries,Cities & Urban Life,Mythology & Folklore,Ghosts & the Supernatural"
138,"
                    This Little Island
                ","
1 
Outside the room where you have lived a long time
Are other rooms, another building, just like yours.
Each night a ship sails past, wider than the building, taller than the highest church.
And though the passengers would like to visit the city,
No one in the city ever boards the ship. Would you?
Each night this spectacle is seen by you.
The street surveyed,
The air inhaled.
Grapes from the west,
Cinnamon from the east — 
If I’ve employed too liberally the passive voice,
Remember it’s the thoughts,
The feelings that are of consequence here,
Not the one who feels them.
 
2 
Shall we walk to the market?
You could walk there blind, like Gloucester, smelling your way.
Shall we stop for coffee? Which café?
The one that’s commandeered by women, delicate cups?
Or the one where men preside, baristas in tuxedos, the coffee rich enough for rainy days?
A window, the desk, a lamp, and a chair — 
You’ve liked the room, you like to rearrange it for winter,
Put things back for spring.
But you’ve been young for a long time,
An embarrassingly long time.
Look what you wrote!
Remember how much, despite
Your ridiculous behavior, you’ve been loved.
 
3 
The city never changes, it’s never the same.
Sometimes the inhabitants restore a building, patch it up,
But in a generation they’re dissatisfied, they try again,
Expose the old parts so you see them
Plainly, ruined or not.
Who schooled you?
What made you scared of change?
Vividly you remember a child’s body; likewise you remember a man’s.
You woke up one morning,
There you were, a stinking adult.
What happened between? What will it be like,
You’ve seen the images, to watch your body spoiling
From the inside out, your lungs, your arms,
The muscles in your face — 
Look out the window,
Choose a single brick.
Once, a long time ago, the city was old.
 
4 
Clouds desire the sky, the sky the sun. The wave
Desires the land on which it trembles,
Repeating the same question, day after day — Am I allowed to ask for what I want?
And every day the land responds,Of course you’re allowed.You’re allowed to be angry, to rail,
You’re allowed to curse the God who put you here.
I’ve buried many people, old people, young people.
I’ve buried children while their parents wept beside the grave.
But I’ve also seen miracles.
Remember when they told you
You might die? You didn’t, you’re alive.
And every month since then, each minute, every second is a miracle.
What happens next you cannot know.
Is it better or worse to live longer?
Really the words better and worse do not obtain.",James Longenbach,"Living,Growing Old,The Body,The Mind,Time & Brevity,Youth,Social Commentaries,Cities & Urban Life"
139,"
                    confetti
                ","
it started with the first time
i opened the closet in my new
bedroom. paper flecks bursting from
behind the door. they had been waiting
all millennia. you helped
me pick them from my hair but even
weeks later we’d still find pieces
in between teeth — under tongues — 
on shoulders & lodged beneath fingernails.
you were always so gentle as you’d release
them out the window — same as you’d do
for a spider. when finished with
a rainbow it is the task of the youngest
angel to put it through the paper shredder.
he crouches in the cloud mist — taking
handfuls of the body’s remnants.
he learns not to weep after years of practice.
the first rainbow he shredded was that one
that we tried to follow in your car — 
driving around wet fallen trees — mist
rising from the asphalt. we never did get there
but we did stop for ice cream. you bit
the bottom off the cone. the sound
of the rainbow’s destruction was only a dull
static noise to us down here. i noticed
it but didn’t want to tell you. the next
time i was tearing open what looked like
a credit card offer in the mail & out
came the confetti. we had just stopped finding
it on everything — gushing like an artery
i covered my face until it was through.
mounds upon mounds of color. stole the rake
from my aunt’s shed we had used to rake leaves
in early october before the weather gave
herself over to frost. i resisted the impulse
to make the confetti into piles to leap into.
you were coming over & i wanted to be
clean. the next time we slept together
i transported myself somewhere else as you kissed me.
sat on the collarbone of the rainbow as
it was shred along with my hair. me, with the
thousand-piece body. me, getting blown
away by the first breeze. me, inhaling
the tears of the kneeling angel. i came
back to the room when you knelt,
spitting paper out of your mouth. confetti began to
pour out from behind my lips, miraculously dry.
each time i tried to apologize more came out;
you, naked on the bedroom floor trying to dispose
of the colors as they came. flow mountain spring.
flow slit neck of a pig. flash flood &
flow melted ice cream down to our elbows.
by the time it stopped your fear turned to anger.
slammed the door as you left & there i
was with all this color. i put some in my mouth
but it was too bitter too swallow.
if i don’t kiss anyone this won’t happen again — 
i can keep it a beautiful secret. routine:
each morning removing the piles of cut paper.
when you come over i sometimes find them on your
skin. you don’t notice so i kiss them off
your neck. i’m trying i’m trying.
i peel the rainbows free & roll them up like
yoga mats in the closet. the shredding has
gotten so loud — i ask you if you hear
it & you shake your head, unknowingly.
i can’t stand it — i can’t stand it.
caress this color out of me.
",Robin Gow,"Love,Desire,Nature,Weather,Religion,The Spiritual"
140,"
                    rice & rain
                ","
all the rain came down at once like a dropped bag
of aquarium pebbles. too much for the street to swallow:
all gravel & grit. i feel the saltwater rushing
in my mouth as i hit the shore — sand becoming rice.
the pot on the stove — put on the lid. we read the
back of the bag — bring the water to a boil — it
protests in the clouds. rainwater peeling open
car windows to fill the floor — make mobile your
lakes & the herons will come — don’t feed the birds rice.
my favorite summer storms are the ones
that come too fast. they remind me so much of myself:
gathering their gray hair in a bouquet to beat
against the highway. i think of the times the thunder
would toss geodes at the street until they cracked open,
about dad telling my brother & i to go upstairs
& shut the windows before the storm snuck inside.
the car prayed until it drove on water — ocean barreling
toward us like a great big whale: blueness open & mouth full
of salt. you ask if we should stir the rice & the water
hisses & spits. we often forget about the ghosts
who kneel in pots of water. there’s always a wooden spoon. i keep
mine in the glove box. taking it out, i park the car with
the four-ways on. other monsters slosh past.
we get out on the side of the road. kneeling i plunge
the spoon into the bank: chicken broth & rice.
rain warming our bodies until there’s no
mistaking us from the stove. i burn my feet getting
back into the car. our flesh turns chicken-white & tender.
somewhere in all of this i managed
to drive across the whole unknown ocean — the one
without a name that shows up only when it downpours.
makes tides that eat radar & sailors.
picks rice grains from her teeth.
the other side is not land, but soft rice steaming
& ready. our legs sink in. take a spoonful of me
before i drive home a second time. the sun emerging like
a quartered bell pepper. i’m thinking of
lying in a rain puddle with you & falling apart
into a palm full of cooked rice.
",Robin Gow,"Love,Activities,Eating & Drinking,Nature,Seas, Rivers, & Streams,Weather,Mythology & Folklore,Ghosts & the Supernatural"
141,"
                    Auguries Cast Aside
                ","
                                                        to enter the sky with our bodies
                                                        the principal concern for
                                                        inventing airplanes
                                                   no one taught me this
                                      any more than they taught me
                     to say good morning to my hippocampus
                      but I do because I love my hippocampus
                                        I was in a band one summer
                                        we never could harmonize
                                        we smiled and kept playing
                                        we loved our united disunity
                                        a wild stubborn focus
                                        chewing its way out
                                        how awkward the
                                        archer after
                                        shooting
                                        his arrow
                                        remembering
                                        first time getting
                                        into bed just
                                        for sex
                                      they say
                               I’m old now
                            ask my advice
                   all I have to offer is
            make as many mistakes
     as you can handle but make
  them as soon as possible
  oh and don’t waste time
following each other from
opposite sides of the river
   when storm blows wig
      off my head it simply
        means it is time to let
         the storm take its share
 
",CAConrad,"Living,Growing Old,Life Choices,Youth,Nature,Weather,Mythology & Folklore"
142,"
                    Glitter in My Wounds
                ","
                             first and most important
                             dream our missing friends forward
                             burn their reflections into empty chairs
             we are less bound by time than the clockmaker fears
this morning all I want is to follow where the stone angels point
                      birdsong lashing me to tears
                              heterosexuals need to see our suffering
                   the violent deaths of our friends and lovers
       to know glitter on a queer is not to dazzle but to
  unsettle the foundation of this murderous culture
         defiant weeds smashing up through cement
                      you think Oscar Wilde was funny
                     well Darling I think he was busy
                             distracting straight people
 so they would not kill him if you knew how many times I have been told you’re not like my  gay best friend who tells me jokes and makes me laugh no I sure as fuck am not I have no room in my life to audition for your pansy mascot you people can’t kill me and think you can kill me again I met a tree in Amsterdam and stood barefoot beside it for twenty minutes then left completely restored
     yet another poem not written by a poet
                    sometimes we need one muscle to
                                     relax so the others follow
                                 my friend Mandy calls after a
                               long shift at the strip club to say                             while standing in line for death I am                        fanning my hot pussy with your new book                   will you sign it next week my fearless faggot sister
",CAConrad,"Living,Death,Relationships,Friends & Enemies,Gay, Lesbian, Queer,Arts & Sciences,Poetry & Poets,Social Commentaries,Gender & Sexuality"
143,"
                    From “Titan / All Is Still”
                ","
A black sun rises in the West of me& will never set. God of my fathers, sleeplike the one sleeping next to me;inert & tenderly coiled. I am so gratefulto yóu, that breathes as the deadbreathe in their shallow land — barely,below the range of my hearing.That draws in the thin streams of black air& shifts & puts a white arm around me.I want to know, Né, what it is likein the kingdom of the dead where you are.Is the one I fear there with her trainof silver hair? Have you seen John, the templesof his glasses duct-taped to the hinge?I know it is not still there; I know everythingis in furious motion beneaththe black sun & the sky white as chalk — the torrent of silver hair whippedabout her face that woke in the moonlighton the last morning, lucid & fluent,& turned toward my father & said, “I love you,”walking backward on the white roadinto the white sky toward the white city,black sun clearing the horizon &a wind lifting in the torn leaves like the windin the wood above Lady’s Walkwhere I trespassed in spring, singing,Sigh no more, ladies, sigh no more, the bluebellshissing like cats & the canopya violent array, violently outside mein flickering Islamic greens / Spanish grays,the topside / bellyside of milledleaves, the harebells biting their bitter tongues,& raising its head in panic, a juvenilefallow deer stippled with thick white spots.Then someone shouted, “Oy, stay there, you fúck,”Oyé, Whale, & my launces in his side,& I went down the hill with the sweetgrasspulling at me & the spit in my mouth.Né, I cannot sleep. Ever since I lost my little children.I look for their shapes on the ceiling,in the dark, & they are not there.Né, never, no, no, never, never, never, never.There is nothing, Né. Neither the nightnor the white city like Conholt in its great estate.Not the hart, nor the furious wood.O,           John, John. I came downstairs still drunkto find you asleep with your headon the hoover, & the hoover still running;half-shaved, the tape on your glasses,your mouth open & the tattered Crombie.Then years later when Oli called & you were,O John. Y am alpha and oo, the firsteand the laste, bigynnyng and ende.O,           John, John. No white city as a wijf ourned to hir hosebonde,no voice in the wind, in the (clouds) cryingLo! Y make alle thingis newe. I make all things new.Como una novia adornada para su esposo.Como tu cuerpo en la noche, Né; like this bodythat pregnancies have raged over& I have loved with my mouth moost feithful and trewe.i              And let him that is athirst come.ii             And let him that heareth say, Come.iii            And let the dawn thunder up in the streetwhile you are sleeping with the first cars saunteringby & the dustmen & women whistling.Lord, I will stand before yóu when yóu wishin death’s little house & yóu will eat my pronoun.
 
• In that other life that will be ourswhere there is neither marriage nor children,I may kneel beside you, Mouse, & notknow you — our eyes like a golem’s, emptyof their own will, but full of hís,the dead Lord at the center of hís dead city.In the days when my glory is strippedfrom me, & yours from you, & all are madeequal — no aesthetic splendor, no charm,no subversive, faithless glances to-ward those I have loved & have loved me;no property, no desire, no variation,no sparrowhawk thrusting through birchesin the snow toward the wood, forhé never stepped in a wood, nor saw a harebelleasing its frail metaled head, its lightpinks & papery blues, through the first trancheof snow in November, nor the gray cereof the plunderer beneath her blue helmet,her single attention, wings volute in air,head w/ beak narrowly ajar in concentration& hunger breaking the line of the fenceat the old house in Broadway;in the snow; in the snow that has flattenedeverything, the bells ringing out,the clouds heaped above the Blackdownsdragging themselves from the earth,headlights on the ridge in the wind gropingtoward them, the hills featureless,snuffed, white, black, dull, shining w/ no light.No drinking in the afternoon, no dope,no flaring temper. No bed to sleepit off, Mouse, while you draw catkins & piggies& pussybears with gorgeous happy frownsin the cold. No sleep, no flesh to restin, for there is only day in the white irradiatecity where the lamb lights hís terriblemercy in to worldis of worldis, forever & ever& hís government will never fail, for no gloryis allowed but hís glory, no bonegouvernance but hís bone gouvernance,no prison camp but hís prison camp,hís plantations, hís will & techne, hís punishmentbeatings, hís censorship, hís textual criticism,hís forgiveness, hís rehabilitation, Oferdful men, & vnbileueful & cursid & manquelleris.Mouse, on that day, will you turn toward me& will I see in the insubstantial glassof your eyes the memory of these days;myself, father, authority, half chocolate & halfsteel, still carrying you at six up the hill& down the hill, still playing the Ticklepuss& Crocopotamus, the horn of plenty,salver, lessener of cries, bringer of swallows& dragonflies, the Emperor & Downy Emeraldhovering over still waters in the valei of teeris,wolves in the mist in the hillsabove Antequera where the rocks baredthemselves like teeth & you wereasleep on my chest with fine alabastereyelids & eyelashes plashed with droplets of dew?Where I said, “Shhhhhh, close your eyes& imagine that you’re a water reed, Mouse,”& I blew on you & that was the wind& then my hand was a snail wandering overyour eyelids & the nape of your neck& last of all it rained & that was my fingersgoing pitter-pat upon the pinnacles of your head.The days fade through our slow parting;your mother grows ambivalent. Little accident,in the stillness of the earth there is no life;the harebell reaches its root into death& the waters flow down until the rock is dry.I wanted more than I was given,& found in betrayal a churning courage.Torchlight in the garden where we make our choice.The will that flickers. My loss. Our bliss.Mouse, on the last day, remember this.
 
• Lying with you, Né, in the sun, in the (clouds)half-listening to the Senegalese preachertwo mornings after the riotswhen they ran Mame Mbaye down to the gutter& wishing you would go buy your mutes& play again, here, in silence, — for them & for me & yourself & the polis — Bach’s Suiten für Violoncello No. 1.To watch in dumb show the formal motionsthat reify language & music — the flesh;your shoulder & forearm & wrist& lightly-draped fingers one continuousdependent assemblage flowing south to the riverat Arganzuela & the chuckling magpies.There is an authority in you, when you play,that is different from the authorityof the whap | whap of rotor blades overhead;control that is liberation, a concentrationthat is neither at one point nor diffuse,like the globes of light hovering over the lamppostsin your myopia last night; wanderingacross the river, the madrileñosalso entonados swaying like palm frondsin the wind; then the dark, & our one bodywith its artifacts of pregnancy & loss.An authority that is different from the authorityof the Lord in hís dead city, hís kingdomthat has no contiguity with ours, no conformitá,the streets empty of opposition& neither wind nor rain; nor thunder, nor tears.Now a thin sun is dwelling in the wind.I wd like to reach out to you in its cold light& pull the shape of your body into mine;put my tongue against your eyesso I can taste what it is you see through them;the restaurant opening, the crisp cloths.Even the polis with their holsters & war clubslooking on carefully & asexuallylike angels come to lie with the daughters of men.A kestrel on a lamppost strips the bascinetfrom a cricket with slow, consideratemotions: lovely rare flame.Have they buried Mame Mbaye? They are erasinga name from the wall & the quarter is pacified.Clouds rise above Guadarrama,Somosierra, above the meseta like kites.The picoletos shift from foot to foot in longblack boots. Bells bleat — lambs;Alsatians on leashes. The bougainvillea — glad to bring us at last the first traceof its colors — flaunts a breathless restraint.
 
•     
",Toby Martinez de las Rivas,"Living,Death,Marriage & Companionship,Parenthood,Love,Romantic Love,Relationships,Family & Ancestors,Nature,Animals,Trees & Flowers,Religion,The Spiritual,Arts & Sciences,Language & Linguistics,Social Commentaries,History & Politics,Race & Ethnicity"
144,"
                    Featuring Tonight at the Street Hustler’s Circus: The Girls
                ","
The streets ram themselves into coochies:
sodden women with bamboo for backs
& taffy for sex. Both sweet & sour.
Star-cloaked women who don’t bend
or break. Who catch Hondas right in they grills.
Women with electric-pink hoofs that drag
in the slow churn of the intersection. Clog
the sidewalks. Metastasize along the corridor
of Main Street. They have come to settle
around the bend of this corner. Pose
under carnival-like car lights at just nine-thirty.
Note: It ain’t even prime time & they got all thatgood-good going on sale. The gully accordion,
their arms sway in & out of tempo with traffic.
They stagger in & out of the busted frame of Pop’s
Grocery neon-blue open sign. Their smoke-thin throats
glitter when they slip into the ringing center of the motel lobby.
Strangled light bubbles & soaps along their jaws like melted crayons
through the Plexiglas. A rush of shade strains
against their nylon-clamped thighs, rides up their hips
& dangles around their soft bellies as they saunter on in.
They be harvested sounds for the replay later this evening.
When they got to make it do what it do. When they got to
cash they own checks. Trace dollar signs into ceilings — signals
cut with their zirconia-encrusted toes.
Giggle & grunt at all the right moments
for the Best in Show.
",Faylita Hicks,"Activities,Jobs & Working,Social Commentaries,Cities & Urban Life,Gender & Sexuality,Money & Economics"
145,"
                    My Therapist Wants to Know about My Relationship to Work
                ","
I hustleupstream.
I grasp.I grind.
I control & panic. Poke
balloons in my chest,
always popping there,
always my thoughts thump,
thump. I snooze — wake & go
boom. All day, like this I short
my breath. I scroll & scroll.
I see what you wrote — I like.
I heart. My thumb, so tired.
My head bent down, but not
in prayer, heavy from the looking.
I see your face, your phone-lit
faces. I tap your food, two times
for more hearts. I retweet.
I email: yes & yes & yes.
Then I cry & need to say: no-no-no.
Why does it take so long to reply?
I FOMO & shout. I read. I never
enough. New book. New post.
New ping. A new tab, then another.
Papers on the floor, scattered & stacked.
So many journals, unbroken white spines,
waiting. Did you hear that new new?
I start to text back. Ellipsis, then I forget.
I balk. I lazy the bed. I wallow when I write.
I truth when I lie. I throw a book
when a poem undoes me. I underline
Clifton: today we are possible. I start
from image. I begin with Phillis Wheatley.
I begin with Phillis Wheatley. I begin
with Phillis Wheatley reaching for coal.
I start with a napkin, receipt, or my hand.
I muscle memory. I stutter the page. I fail.
Hit delete — scratch out one more line. I sonnet,
then break form. I make tea, use two bags.
Rooibos again. I bathe now. Epsom salt.
No books or phone. Just water & the sound
of water filling, glory — be my buoyant body,
bowl of me. Yes, lavender, more bubbles
& bath bomb, of course some candles too.
All alone with Coltrane. My favorite, “Naima,”
for his wife, now for me, inside my own womb.
Again, I child back. I float. I sing. I simple
& humble. Eyes close. I low my voice,
was it a psalm? Don’t know. But I stopped.
",Tiana Clark,"Living,The Mind,Activities,Jobs & Working,Arts & Sciences,Poetry & Poets"
146,"
                    body without the “d”
                ","
the bo’y wakes up
the bo’y looks at itself
the bo’y notices something missing
there is both too much and not enough flesh on the bo’y
the bo’y is covered in hair
what a hairy bo’y
some makes it look more like a bo’y
some makes it look more like a monster
the bo’y did not learn to shave from its father
so it taught itself how to graze its skin and cut things off
the bo’y cuts itself by accident
the blood reminds the bo’y it is a bo’y
reminds the bo’y how a bo’y bleeds
reminds the bo’y that not every bo’y bleeds
the bo’y talks to a girl about bleeding
she explains how this bo’y works
this bo’y is different from hers
bo’y has too much and not enough flesh to be her
the biology of a bo’y is just
bo’y will only ever be a bo’y
the bo’y is Black
so the bo’y is and will only ever be a bo’y
the bo’y couldn’t be a man if it tried
the bo’y tried
the bo’y feels empty
the bo’y feels like it will only ever be empty
the bo’y feels that it will never hold the weight of another bo’y inside of it
no matter how many ds fit inside the bo’y
the bo’y is a hollow facade
it attempts a convincing veneer
bo’y dresses — what hips on the bo’y
bo’y paints its face — what lips on the bo’y
bo’y adorns itself with labels written for lovelier frames
what a beautiful bo’y
still a bo’y
but a fierce bo’y now
a royal bo’y now
a bo’y worthy of  being called queen
what a dazzling ruse
to turn a bo’y into a lie everyone loves to look at
the bo’y looks at itself
the bo’y sees all the gawking at its gloss
the bo’y hears all the masses asking for its missing
the bo’y offers all of its letters
— ‘ b ’ for the birth
— ‘ o ’ for the operation
— ‘ y ’ for the lack left in its genes
what this bo’y would abandon
for the risk of  being real
the bo’y is real
enough and too much
existing as its own erasure
— what an elusive d —
evading removal
avoiding recognition
leaving just a bo’y
that is never lost
but can’t be found
",Justice Ameer,"Living,The Body,Social Commentaries,Gender & Sexuality,Race & Ethnicity"
147,"
                    Stethoscope
                ","



i.m. Denis Johnson, 1949–2017



the unified field 
It wasn’t that there was anything to say
that would stop him from feeling this way — the X
of himself splayed out in space
where gravity was weakest. He and his father
and talkative mother
suffering tiny strokes that took away
this syllable from this word, that syllable
from that, all this lay
in one pan of the balance scale
while in the other there was nothing but dark matter
and the cosmic inconsequence
of his literal physical heart beating.
And then the unified field, faced with its own emptiness,
bent down to his chest as if to listen.
 
a toast to pavlov’s dogs 
Oh Leash held by a hand I can’t see, here
in the laboratory where nothing can change
and where yips and bites are fine-tuned to the pack’s mentality,
am I one of his dogs, the three-legged one that knows nothing
of my lack except for how I bark, growl,
and whine to be let in? Am I the salivating triangle
guided only by my nose that keeps me
on the move in my limping trot away from you, Leash, yanking
me back from all the filth I want to shove my nose in?
Why won’t you let me go free? The sad gestures
of our growing intimacy is a reflex we
can’t escape or express: sometimes, emotion is just mange.
So Leash, here’s a toast to my lab pals: August, Fast One,
Pretty Little Lady, Joy, Beauty, MiLord, Clown.
 
the judgment after the last 
What would we like to see happen?
Would we like to drive nails into our hands?
Would the shame engulfing us like flame
on a computer screen make us understand
that throwing a match into the Grand Canyon
while snapping a selfie, and never once thinking
how far that match falls, is the original sin
that a donkey’s ears twitching
as we ride it to the bottom reveal as the truth
about our consciences? How many nails
will we need? Go to the movies, do research,
be the Regulator forced to kill kill kill
and that’s when we’ll find out just who we are
or if there’s anything like “who” anymore.
 
mission 
It’s not simply that the palm trees are on fire
but that they waver up more fire than fire,
brighter and harsher and more intoxicating
than the flames spreading ever thought of being — 
the thick black smoke turning noon to midnight
rears up in a wall that nobody can see
over or around or through even as this nobody
comes crashing through the screen
right into my living room: poor nobody! In this loneliest of times,
he tells me how much he loves me, how his lack
and mine feel somehow the same and that the flames
crawling over him have become his mission:
burning, he erects a burning house of smoke
we can neither live in or abandon.
 
sunday is never the last day of the week 
Using zip ties and Velcro to strap on a homemade bomb,
who is to blame, who should have told us
that on the far side of the screen in this Sunday calm
our generation has had its time? In that corner
where we slept together so many nights, yes, in that corner where
the bed of the dead lovers has been put out with all the other
Monday morning trash, there are always two doors
opening and closing as one of us goes out and the other comes in.
Why couldn’t we show our love for one another
the way the void dissolves into the zero? Why did the animal
grafted to the human find such satisfaction in explosions? Darkness
to darkness, ashes to ashes, the animal to the human,
why shouldn’t we take pleasure where and when we can — 
provided this is pleasure, provided that the body isn’t null.
 
last rites 
Even if the suit they dress me in for my funeral
is dry-cleaned at Perfection Laundry, then washed
and washed in the blood of the lamb, the knees
will still be muddy from kneeling down, the sleeves,
mismatched, will tell their own threadbare tale
about the breath of life breathed into tabletop dust.
What would the naked man and woman and talking snake say
about the god who no longer remembers if they’re forgiven
or not? Listening as a kid to the old stories,
there were never enough beanstalks and giants
and Jacks. Now, the pallbearers pick up my coffin,
they carry me out to the ruined cathedral where the saints’
wooden faces, frozen in their homely expressions of grace,
are shadowed by flocks of  blackbirds whirling past.
 
coda: the hunger artist as a senior citizen 
Nowadays, in my cage
in old straw, where
my brother keeper
forgets to come feed me anymore,
at last I’m fasting for its own sake,
not to break records I’ve broken
a thousand times before.
Besides, nothing could be easier
than to starve forever
if the food they keep on
giving you makes you sick.
This hunger is a moment’s
vision that will persist
in a pillar of radiant house dust.
",Tom Sleigh,"Living,Death,Growing Old,The Body,Love,Romantic Love,Nature,Animals,Landscapes & Pastorals,Religion,Christianity,The Spiritual,Arts & Sciences,Sciences"
148,"
                    The Hastily Assembled Angel Considers the Kingdoms of Dogs and of People
                ","
The hastily assembled angel wanders
And has      through cities centuries of  cities
And countries and millennia of  cities
And countries and of  women and of men      there’s
No hurry now though he was hurriedly
Once brought to being      and bears the scars of  that
Though slowly      in the Earth      though slowly he
Eventually began to wonder what
The hurry had been for      and if  he could
Have been a better angel or have done
Better the job he did if once
They’d made him the      other angels had allowed
Him to meet God      for he has been uncertain
As people are uncertain he has nev-
er been as certain      as dogs are      who sniff
The wind that moves the curtain      and see behind the curtain
",Shane McCrae,"Living,The Mind,Religion,God & the Divine,The Spiritual"
149,"
                    The Hastily Assembled Angel Falls at the Beginning of the World
                ","
Except most things weren’t clouds      everything there
Was clouds      the hastily assembled angel
Before he knew the word      clouds was the last word
He heard the other angels shouting as
They shoved him      though he after he had fallen
Too far to hear them he      saw their mouths mak-
ing shapes that were not clouds      and when he saw that
Thought That’s      something that isn’t clouds that      shouting After I’ve fallen too far to hear them don’tThey know      I’ve fallen too far to hear them now Or are we not together now before
He knew the word      in those few minutes the oth-
er angels were assembling him      he named
The things he saw with words that seemed to fit them
Nothing was heavenly a few things wereOcean and hole and monkeyapple he
Before the other angels shoved him      had
Started combining words      but nobody
Would name the things he saw the way he named them
And to the other angels all his naming
Was noise they shouted      as they shoved him It’sAll clouds      what difference could it make      to the angel
Built to monitor the Earth      from the surface
Of  the Earth      what was or wasn’t true in Heaven
They shoved him then      they stared and then they shouted
After the disappearing figure all
The things they suddenly remembered      they had
Forgotten to tell him      as they were hammer-
ing him together as they hammered him
Together and behind them      but above
Behind      a pinkish light that was or was-
n’t God pulsed      like the heart of  one of  the creatures
God hadn’t yet created though the angels
Had seen the creatures coming in the waves
Then covering the Earth      the angels had
Seen them      and didn’t want to be assigned
To live with them      and so had voted to
Build their own angel but they didn’t ask
Permission first instead they built him quick-
ly      and as Gabriel asked God      if  this
New angel could be sent instead to Earth
Fresh      eyes for a fresh world the other angels
Shoved him the hastily assembled angel
From the cloud and Heaven      he      the hastily
Assembled angel could see      farther than
The other angels though he couldn’t under-
stand what he saw as well      as the other angels
Might have      and as he fell he saw their mouths mak-
ing shapes he saw the light behind them      pulsing
And as he fell he watched the clouds becoming
Abstract      as any other angel would
From Heaven watch a species go extinct
Even as dry land emerged from the waves below him
",Shane McCrae,"Religion,God & the Divine,The Spiritual,Arts & Sciences,Language & Linguistics"
150,"
                    The Wings of the Hastily Assembled Angel
                ","
The hastily assembled angel flies
With patchwork wings red patches and white patches
And yellow patches blood and emptiness
And sun and usually      an angel’s wings would
Be made of  only one of  these      but his
Were made at the last minute and were almost
Not made at all and wouldn’t have been made
Had Azrael not seen      in the hastily
Assembled angel’s eyes as Azrael
Placed his white palm on the hastily assembled
Angel’s chest fear      as Azrael placed his palm there
To shove him from the cloud      and saw he had
No wings      and paused and thought      then pulled him back
And so the angels stitched together what was
Near      blood      emptiness      sun      as what was near
Was Heaven      and what else would Heaven be
",Shane McCrae,"Living,The Body,Religion,The Spiritual"
